DATE,MONTH,DAY,TAVG-3,TAVG-2,TAVG-1,TAVG,TAVG+1,TAVG+2,TAVG+3
8/28/2016,8,28,82,82,81,83,81,78,78
8/29/2016,8,29,82,81,83,81,78,78,76
8/30/2016,8,30,81,83,81,78,78,76,82
8/31/2016,8,31,83,81,78,78,76,82,78
9/1/2016,9,1,81,78,78,76,82,78,76
9/2/2016,9,2,78,78,76,82,78,76,80
9/3/2016,9,3,78,76,82,78,76,80,74
9/4/2016,9,4,76,82,78,76,80,74,77
9/5/2016,9,5,82,78,76,80,74,77,76
9/6/2016,9,6,78,76,80,74,77,76,77
9/7/2016,9,7,76,80,74,77,76,77,81
9/8/2016,9,8,80,74,77,76,77,81,82
9/9/2016,9,9,74,77,76,77,81,82,79
9/10/2016,9,10,77,76,77,81,82,79,78
9/11/2016,9,11,76,77,81,82,79,78,77
9/12/2016,9,12,77,81,82,79,78,77,80
9/13/2016,9,13,81,82,79,78,77,80,81
9/14/2016,9,14,82,79,78,77,80,81,81
9/15/2016,9,15,79,78,77,80,81,81,81
9/16/2016,9,16,78,77,80,81,81,81,81
9/17/2016,9,17,77,80,81,81,81,81,78
9/18/2016,9,18,80,81,81,81,81,78,78
9/19/2016,9,19,81,81,81,81,78,78,80
9/20/2016,9,20,81,81,81,78,78,80,80
9/21/2016,9,21,81,81,78,78,80,80,80
9/22/2016,9,22,81,78,78,80,80,80,80
9/23/2016,9,23,78,78,80,80,80,80,79
9/24/2016,9,24,78,80,80,80,80,79,79
9/25/2016,9,25,80,80,80,80,79,79,76
9/26/2016,9,26,80,80,80,79,79,76,76
9/27/2016,9,27,80,80,79,79,76,76,79
9/28/2016,9,28,80,79,79,76,76,79,77
9/29/2016,9,29,79,79,76,76,79,77,76
9/30/2016,9,30,79,76,76,79,77,76,76
10/1/2016,10,1,76,76,79,77,76,76,78
10/2/2016,10,2,76,79,77,76,76,78,76
10/3/2016,10,3,79,77,76,76,78,76,73
10/4/2016,10,4,77,76,76,78,76,73,74
10/5/2016,10,5,76,76,78,76,73,74,79
10/6/2016,10,6,76,78,76,73,74,79,76
10/7/2016,10,7,78,76,73,74,79,76,68
10/8/2016,10,8,76,73,74,79,76,68,69
10/9/2016,10,9,73,74,79,76,68,69,72
10/10/2016,10,10,74,79,76,68,69,72,74
10/11/2016,10,11,79,76,68,69,72,74,71
10/12/2016,10,12,76,68,69,72,74,71,73
10/13/2016,10,13,68,69,72,74,71,73,75
10/14/2016,10,14,69,72,74,71,73,75,75
10/15/2016,10,15,72,74,71,73,75,75,72
10/16/2016,10,16,74,71,73,75,75,72,72
10/17/2016,10,17,71,73,75,75,72,72,72
10/18/2016,10,18,73,75,75,72,72,72,72
10/19/2016,10,19,75,75,72,72,72,72,63
10/20/2016,10,20,75,72,72,72,72,63,58
10/21/2016,10,21,72,72,72,72,63,58,59
10/22/2016,10,22,72,72,72,63,58,59,62
10/23/2016,10,23,72,72,63,58,59,62,73
10/24/2016,10,24,72,63,58,59,62,73,70
10/25/2016,10,25,63,58,59,62,73,70,72
10/26/2016,10,26,58,59,62,73,70,72,72
10/27/2016,10,27,59,62,73,70,72,72,73
10/28/2016,10,28,62,73,70,72,72,73,70
10/29/2016,10,29,73,70,72,72,73,70,69
10/30/2016,10,30,70,72,72,73,70,69,74
10/31/2016,10,31,72,72,73,70,69,74,72
11/1/2016,11,1,72,73,70,69,74,72,71
11/2/2016,11,2,73,70,69,74,72,71,68
11/3/2016,11,3,70,69,74,72,71,68,65
11/4/2016,11,4,69,74,72,71,68,65,69
11/5/2016,11,5,74,72,71,68,65,69,66
11/6/2016,11,6,72,71,68,65,69,66,66
11/7/2016,11,7,71,68,65,69,66,66,63
11/8/2016,11,8,68,65,69,66,66,63,58
11/9/2016,11,9,65,69,66,66,63,58,62
11/10/2016,11,10,69,66,66,63,58,62,64
11/11/2016,11,11,66,66,63,58,62,64,60
11/12/2016,11,12,66,63,58,62,64,60,57
11/13/2016,11,13,63,58,62,64,60,57,59
11/14/2016,11,14,58,62,64,60,57,59,58
11/15/2016,11,15,62,64,60,57,59,58,59
11/16/2016,11,16,64,60,57,59,58,59,62
11/17/2016,11,17,60,57,59,58,59,62,53
11/18/2016,11,18,57,59,58,59,62,53,48
11/19/2016,11,19,59,58,59,62,53,48,51
11/20/2016,11,20,58,59,62,53,48,51,63
11/21/2016,11,21,59,62,53,48,51,63,67
11/22/2016,11,22,62,53,48,51,63,67,67
11/23/2016,11,23,53,48,51,63,67,67,62
11/24/2016,11,24,48,51,63,67,67,62,58
11/25/2016,11,25,51,63,67,67,62,58,61
11/26/2016,11,26,63,67,67,62,58,61,72
11/27/2016,11,27,67,67,62,58,61,72,71
11/28/2016,11,28,67,62,58,61,72,71,69
11/29/2016,11,29,62,58,61,72,71,69,55
11/30/2016,11,30,58,61,72,71,69,55,56
12/1/2016,12,1,61,72,71,69,55,56,64
12/2/2016,12,2,72,71,69,55,56,64,71
12/3/2016,12,3,71,69,55,56,64,71,75
12/4/2016,12,4,69,55,56,64,71,75,62
12/5/2016,12,5,55,56,64,71,75,62,58
12/6/2016,12,6,56,64,71,75,62,58,53
12/7/2016,12,7,64,71,75,62,58,53,49
12/8/2016,12,8,71,75,62,58,53,49,58
12/9/2016,12,9,75,62,58,53,49,58,68
12/10/2016,12,10,62,58,53,49,58,68,69
12/11/2016,12,11,58,53,49,58,68,69,69
12/12/2016,12,12,53,49,58,68,69,69,68
12/13/2016,12,13,49,58,68,69,69,68,56
12/14/2016,12,14,58,68,69,69,68,56,65
12/15/2016,12,15,68,69,69,68,56,65,71
12/16/2016,12,16,69,69,68,56,65,71,73
12/17/2016,12,17,69,68,56,65,71,73,57
12/18/2016,12,18,68,56,65,71,73,57,53
12/19/2016,12,19,56,65,71,73,57,53,54
12/20/2016,12,20,65,71,73,57,53,54,60
12/21/2016,12,21,71,73,57,53,54,60,64
12/22/2016,12,22,73,57,53,54,60,64,66
12/23/2016,12,23,57,53,54,60,64,66,71
12/24/2016,12,24,53,54,60,64,66,71,69
12/25/2016,12,25,54,60,64,66,71,69,67
12/26/2016,12,26,60,64,66,71,69,67,67
12/27/2016,12,27,64,66,71,69,67,67,50
12/28/2016,12,28,66,71,69,67,67,50,47
12/29/2016,12,29,71,69,67,67,50,47,62
12/30/2016,12,30,69,67,67,50,47,62,69
12/31/2016,12,31,67,67,50,47,62,69,72
1/1/2017,1,1,67,50,47,62,69,72,68
1/2/2017,1,2,50,47,62,69,72,68,60
1/3/2017,1,3,47,62,69,72,68,60,59
1/4/2017,1,4,62,69,72,68,60,59,55
1/5/2017,1,5,69,72,68,60,59,55,37
1/6/2017,1,6,72,68,60,59,55,37,41
1/7/2017,1,7,68,60,59,55,37,41,51
1/8/2017,1,8,60,59,55,37,41,51,58
1/9/2017,1,9,59,55,37,41,51,58,62
1/10/2017,1,10,55,37,41,51,58,62,65
1/11/2017,1,11,37,41,51,58,62,65,64
1/12/2017,1,12,41,51,58,62,65,64,64
1/13/2017,1,13,51,58,62,65,64,64,65
1/14/2017,1,14,58,62,65,64,64,65,63
1/15/2017,1,15,62,65,64,64,65,63,64
1/16/2017,1,16,65,64,64,65,63,64,67
1/17/2017,1,17,64,64,65,63,64,67,73
1/18/2017,1,18,64,65,63,64,67,73,78
1/19/2017,1,19,65,63,64,67,73,78,82
1/20/2017,1,20,63,64,67,73,78,82,66
1/21/2017,1,21,64,67,73,78,82,66,60
1/22/2017,1,22,67,73,78,82,66,60,57
1/23/2017,1,23,73,78,82,66,60,57,67
1/24/2017,1,24,78,82,66,60,57,67,56
1/25/2017,1,25,82,66,60,57,67,56,47
1/26/2017,1,26,66,60,57,67,56,47,51
1/27/2017,1,27,60,57,67,56,47,51,51
1/28/2017,1,28,57,67,56,47,51,51,51
1/29/2017,1,29,67,56,47,51,51,51,60
1/30/2017,1,30,56,47,51,51,51,60,56
1/31/2017,1,31,47,51,51,51,60,56,60
2/1/2017,2,1,51,51,51,60,56,60,59
2/2/2017,2,2,51,51,60,56,60,59,56
2/3/2017,2,3,51,60,56,60,59,56,59
2/4/2017,2,4,60,56,60,59,56,59,64
2/5/2017,2,5,56,60,59,56,59,64,72
2/6/2017,2,6,60,59,56,59,64,72,72
2/7/2017,2,7,59,56,59,64,72,72,53
2/8/2017,2,8,56,59,64,72,72,53,58
2/9/2017,2,9,59,64,72,72,53,58,62
2/10/2017,2,10,64,72,72,53,58,62,69
2/11/2017,2,11,72,72,53,58,62,69,63
2/12/2017,2,12,72,53,58,62,69,63,69
2/13/2017,2,13,53,58,62,69,63,69,57
2/14/2017,2,14,58,62,69,63,69,57,53
2/15/2017,2,15,62,69,63,69,57,53,57
2/16/2017,2,16,69,63,69,57,53,57,67
2/17/2017,2,17,63,69,57,53,57,67,64
2/18/2017,2,18,69,57,53,57,67,64,65
2/19/2017,2,19,57,53,57,67,64,65,66
2/20/2017,2,20,53,57,67,64,65,66,68
2/21/2017,2,21,57,67,64,65,66,68,69
2/22/2017,2,22,67,64,65,66,68,69,69
2/23/2017,2,23,64,65,66,68,69,69,62
2/24/2017,2,24,65,66,68,69,69,62,62
2/25/2017,2,25,66,68,69,69,62,62,71
2/26/2017,2,26,68,69,69,62,62,71,72
2/27/2017,2,27,69,69,62,62,71,72,66
2/28/2017,2,28,69,62,62,71,72,66,58
3/1/2017,3,1,62,62,71,72,66,58,54
3/2/2017,3,2,62,71,72,66,58,54,60
3/3/2017,3,3,71,72,66,58,54,60,62
3/4/2017,3,4,72,66,58,54,60,62,64
3/5/2017,3,5,66,58,54,60,62,64,70
3/6/2017,3,6,58,54,60,62,64,70,68
3/7/2017,3,7,54,60,62,64,70,68,66
3/8/2017,3,8,60,62,64,70,68,66,63
3/9/2017,3,9,62,64,70,68,66,63,62
3/10/2017,3,10,64,70,68,66,63,62,58
3/11/2017,3,11,70,68,66,63,62,58,54
3/12/2017,3,12,68,66,63,62,58,54,47
3/13/2017,3,13,66,63,62,58,54,47,43
3/14/2017,3,14,63,62,58,54,47,43,50
3/15/2017,3,15,62,58,54,47,43,50,58
3/16/2017,3,16,58,54,47,43,50,58,65
3/17/2017,3,17,54,47,43,50,58,65,57
3/18/2017,3,18,47,43,50,58,65,57,63
3/19/2017,3,19,43,50,58,65,57,63,72
3/20/2017,3,20,50,58,65,57,63,72,67
3/21/2017,3,21,58,65,57,63,72,67,64
3/22/2017,3,22,65,57,63,72,67,64,67
3/23/2017,3,23,57,63,72,67,64,67,69
3/24/2017,3,24,63,72,67,64,67,69,70
3/25/2017,3,25,72,67,64,67,69,70,71
3/26/2017,3,26,67,64,67,69,70,71,70
3/27/2017,3,27,64,67,69,70,71,70,71
3/28/2017,3,28,67,69,70,71,70,71,73
3/29/2017,3,29,69,70,71,70,71,73,72
3/30/2017,3,30,70,71,70,71,73,72,71
3/31/2017,3,31,71,70,71,73,72,71,78
4/1/2017,4,1,70,71,73,72,71,78,70
4/2/2017,4,2,71,73,72,71,78,70,74
4/3/2017,4,3,73,72,71,78,70,74,73
4/4/2017,4,4,72,71,78,70,74,73,60
4/5/2017,4,5,71,78,70,74,73,60,58
4/6/2017,4,6,78,70,74,73,60,58,60
4/7/2017,4,7,70,74,73,60,58,60,66
4/8/2017,4,8,74,73,60,58,60,66,66
4/9/2017,4,9,73,60,58,60,66,66,68
4/10/2017,4,10,60,58,60,66,66,68,67
4/11/2017,4,11,58,60,66,66,68,67,68
4/12/2017,4,12,60,66,66,68,67,68,70
4/13/2017,4,13,66,66,68,67,68,70,69
4/14/2017,4,14,66,68,67,68,70,69,70
4/15/2017,4,15,68,67,68,70,69,70,72
4/16/2017,4,16,67,68,70,69,70,72,72
4/17/2017,4,17,68,70,69,70,72,72,71
4/18/2017,4,18,70,69,70,72,72,71,71
4/19/2017,4,19,69,70,72,72,71,71,74
4/20/2017,4,20,70,72,72,71,71,74,76
4/21/2017,4,21,72,72,71,71,74,76,70
4/22/2017,4,22,72,71,71,74,76,70,66
4/23/2017,4,23,71,71,74,76,70,66,67
4/24/2017,4,24,71,74,76,70,66,67,74
4/25/2017,4,25,74,76,70,66,67,74,78
4/26/2017,4,26,76,70,66,67,74,78,81
4/27/2017,4,27,70,66,67,74,78,81,80
4/28/2017,4,28,66,67,74,78,81,80,80
4/29/2017,4,29,67,74,78,81,80,80,77
4/30/2017,4,30,74,78,81,80,80,77,73
5/1/2017,5,1,78,81,80,80,77,73,74
5/2/2017,5,2,81,80,80,77,73,74,69
5/3/2017,5,3,80,80,77,73,74,69,65
5/4/2017,5,4,80,77,73,74,69,65,69
5/5/2017,5,5,77,73,74,69,65,69,72
5/6/2017,5,6,73,74,69,65,69,72,72
5/7/2017,5,7,74,69,65,69,72,72,76
5/8/2017,5,8,69,65,69,72,72,76,78
5/9/2017,5,9,65,69,72,72,76,78,76
5/10/2017,5,10,69,72,72,76,78,76,72
5/11/2017,5,11,72,72,76,78,76,72,73
5/12/2017,5,12,72,76,78,76,72,73,75
5/13/2017,5,13,76,78,76,72,73,75,77
5/14/2017,5,14,78,76,72,73,75,77,79
5/15/2017,5,15,76,72,73,75,77,79,80
5/16/2017,5,16,72,73,75,77,79,80,76
5/17/2017,5,17,73,75,77,79,80,76,82
5/18/2017,5,18,75,77,79,80,76,82,79
5/19/2017,5,19,77,79,80,76,82,79,76
5/20/2017,5,20,79,80,76,82,79,76,77
5/21/2017,5,21,80,76,82,79,76,77,73
5/22/2017,5,22,76,82,79,76,77,73,72
5/23/2017,5,23,82,79,76,77,73,72,72
5/24/2017,5,24,79,76,77,73,72,72,75
5/25/2017,5,25,76,77,73,72,72,75,79
5/26/2017,5,26,77,73,72,72,75,79,83
5/27/2017,5,27,73,72,72,75,79,83,80
5/28/2017,5,28,72,72,75,79,83,80,78
5/29/2017,5,29,72,75,79,83,80,78,79
5/30/2017,5,30,75,79,83,80,78,79,75
5/31/2017,5,31,79,83,80,78,79,75,76
6/1/2017,6,1,83,80,78,79,75,76,77
6/2/2017,6,2,80,78,79,75,76,77,78
6/3/2017,6,3,78,79,75,76,77,78,73
6/4/2017,6,4,79,75,76,77,78,73,73
6/5/2017,6,5,75,76,77,78,73,73,70
6/6/2017,6,6,76,77,78,73,73,70,73
6/7/2017,6,7,77,78,73,73,70,73,76
6/8/2017,6,8,78,73,73,70,73,76,77
6/9/2017,6,9,73,73,70,73,76,77,75
6/10/2017,6,10,73,70,73,76,77,75,76
6/11/2017,6,11,70,73,76,77,75,76,76
6/12/2017,6,12,73,76,77,75,76,76,78
6/13/2017,6,13,76,77,75,76,76,78,75
6/14/2017,6,14,77,75,76,76,78,75,78
6/15/2017,6,15,75,76,76,78,75,78,78
6/16/2017,6,16,76,76,78,75,78,78,76
6/17/2017,6,17,76,78,75,78,78,76,78
6/18/2017,6,18,78,75,78,78,76,78,79
6/19/2017,6,19,75,78,78,76,78,79,80
6/20/2017,6,20,78,78,76,78,79,80,81
6/21/2017,6,21,78,76,78,79,80,81,81
6/22/2017,6,22,76,78,79,80,81,81,81
6/23/2017,6,23,78,79,80,81,81,81,81
6/24/2017,6,24,79,80,81,81,81,81,77
6/25/2017,6,25,80,81,81,81,81,77,77
6/26/2017,6,26,81,81,81,81,77,77,80
6/27/2017,6,27,81,81,81,77,77,80,79
6/28/2017,6,28,81,81,77,77,80,79,81
6/29/2017,6,29,81,77,77,80,79,81,82
6/30/2017,6,30,77,77,80,79,81,82,81
7/1/2017,7,1,77,80,79,81,82,81,83
7/2/2017,7,2,80,79,81,82,81,83,81
7/3/2017,7,3,79,81,82,81,83,81,80
7/4/2017,7,4,81,82,81,83,81,80,80
7/5/2017,7,5,82,81,83,81,80,80,78
7/6/2017,7,6,81,83,81,80,80,78,79
7/7/2017,7,7,83,81,80,80,78,79,78
7/8/2017,7,8,81,80,80,78,79,78,77
7/9/2017,7,9,80,80,78,79,78,77,79
7/10/2017,7,10,80,78,79,78,77,79,79
7/11/2017,7,11,78,79,78,77,79,79,82
7/12/2017,7,12,79,78,77,79,79,82,81
7/13/2017,7,13,78,77,79,79,82,81,80
7/14/2017,7,14,77,79,79,82,81,80,77
7/15/2017,7,15,79,79,82,81,80,77,80
7/16/2017,7,16,79,82,81,80,77,80,79
7/17/2017,7,17,82,81,80,77,80,79,79
7/18/2017,7,18,81,80,77,80,79,79,78
7/19/2017,7,19,80,77,80,79,79,78,77
7/20/2017,7,20,77,80,79,79,78,77,77
7/21/2017,7,21,80,79,79,78,77,77,80
7/22/2017,7,22,79,79,78,77,77,80,81
7/23/2017,7,23,79,78,77,77,80,81,82
7/24/2017,7,24,78,77,77,80,81,82,80
7/25/2017,7,25,77,77,80,81,82,80,81
7/26/2017,7,26,77,80,81,82,80,81,81
7/27/2017,7,27,80,81,82,80,81,81,77
7/28/2017,7,28,81,82,80,81,81,77,78
7/29/2017,7,29,82,80,81,81,77,78,78
7/30/2017,7,30,80,81,81,77,78,78,77
7/31/2017,7,31,81,81,77,78,78,77,76
8/1/2017,8,1,81,77,78,78,77,76,77
8/2/2017,8,2,77,78,78,77,76,77,80
8/3/2017,8,3,78,78,77,76,77,80,81
8/4/2017,8,4,78,77,76,77,80,81,83
8/5/2017,8,5,77,76,77,80,81,83,80
8/6/2017,8,6,76,77,80,81,83,80,78
8/7/2017,8,7,77,80,81,83,80,78,81
8/8/2017,8,8,80,81,83,80,78,81,82
8/9/2017,8,9,81,83,80,78,81,82,82
8/10/2017,8,10,83,80,78,81,82,82,80
8/11/2017,8,11,80,78,81,82,82,80,81
8/12/2017,8,12,78,81,82,82,80,81,80
8/13/2017,8,13,81,82,82,80,81,80,82
8/14/2017,8,14,82,82,80,81,80,82,82
8/15/2017,8,15,82,80,81,80,82,82,78
8/16/2017,8,16,80,81,80,82,82,78,80
8/17/2017,8,17,81,80,82,82,78,80,81
8/18/2017,8,18,80,82,82,78,80,81,80
8/19/2017,8,19,82,82,78,80,81,80,81
8/20/2017,8,20,82,78,80,81,80,81,82
8/21/2017,8,21,78,80,81,80,81,82,82
8/22/2017,8,22,80,81,80,81,82,82,80
8/23/2017,8,23,81,80,81,82,82,80,80
8/24/2017,8,24,80,81,82,82,80,80,80
8/25/2017,8,25,81,82,82,80,80,80,77
8/26/2017,8,26,82,82,80,80,80,77,77
8/27/2017,8,27,82,80,80,80,77,77,80
8/28/2017,8,28,80,80,80,77,77,80,80
8/29/2017,8,29,80,80,77,77,80,80,79
8/30/2017,8,30,80,77,77,80,80,79,75
8/31/2017,8,31,77,77,80,80,79,75,77
9/1/2017,9,1,77,80,80,79,75,77,79
9/2/2017,9,2,80,80,79,75,77,79,79
9/3/2017,9,3,80,79,75,77,79,79,76
9/4/2017,9,4,79,75,77,79,79,76,76
9/5/2017,9,5,75,77,79,79,76,76,78
9/6/2017,9,6,77,79,79,76,76,78,76
9/7/2017,9,7,79,79,76,76,78,76,73
9/8/2017,9,8,79,76,76,78,76,73,73
9/9/2017,9,9,76,76,78,76,73,73,75
9/10/2017,9,10,76,78,76,73,73,75,74
9/11/2017,9,11,78,76,73,73,75,74,77
9/12/2017,9,12,76,73,73,75,74,77,81
9/13/2017,9,13,73,73,75,74,77,81,78
9/14/2017,9,14,73,75,74,77,81,78,78
9/15/2017,9,15,75,74,77,81,78,78,77
9/16/2017,9,16,74,77,81,78,78,77,76
9/17/2017,9,17,77,81,78,78,77,76,82
9/18/2017,9,18,81,78,78,77,76,82,82
9/19/2017,9,19,78,78,77,76,82,82,80
9/20/2017,9,20,78,77,76,82,82,80,79
9/21/2017,9,21,77,76,82,82,80,79,82
9/22/2017,9,22,76,82,82,80,79,82,79
9/23/2017,9,23,82,82,80,79,82,79,78
9/24/2017,9,24,82,80,79,82,79,78,78
9/25/2017,9,25,80,79,82,79,78,78,78
9/26/2017,9,26,79,82,79,78,78,78,79
9/27/2017,9,27,82,79,78,78,78,79,76
9/28/2017,9,28,79,78,78,78,79,76,73
9/29/2017,9,29,78,78,78,79,76,73,75
9/30/2017,9,30,78,78,79,76,73,75,75
10/1/2017,10,1,78,79,76,73,75,75,75
10/2/2017,10,2,79,76,73,75,75,75,75
10/3/2017,10,3,76,73,75,75,75,75,77
10/4/2017,10,4,73,75,75,75,75,77,81
10/5/2017,10,5,75,75,75,75,77,81,79
10/6/2017,10,6,75,75,75,77,81,79,79
10/7/2017,10,7,75,75,77,81,79,79,79
10/8/2017,10,8,75,77,81,79,79,79,78
10/9/2017,10,9,77,81,79,79,79,78,76
10/10/2017,10,10,81,79,79,79,78,76,75
10/11/2017,10,11,79,79,79,78,76,75,77
10/12/2017,10,12,79,79,78,76,75,77,77
10/13/2017,10,13,79,78,76,75,77,77,77
10/14/2017,10,14,78,76,75,77,77,77,71
10/15/2017,10,15,76,75,77,77,77,71,67
10/16/2017,10,16,75,77,77,77,71,67,71
10/17/2017,10,17,77,77,77,71,67,71,74
10/18/2017,10,18,77,77,71,67,71,74,72
10/19/2017,10,19,77,71,67,71,74,72,76
10/20/2017,10,20,71,67,71,74,72,76,76
10/21/2017,10,21,67,71,74,72,76,76,69
10/22/2017,10,22,71,74,72,76,76,69,60
10/23/2017,10,23,74,72,76,76,69,60,55
10/24/2017,10,24,72,76,76,69,60,55,58
10/25/2017,10,25,76,76,69,60,55,58,63
10/26/2017,10,26,76,69,60,55,58,63,60
10/27/2017,10,27,69,60,55,58,63,60,50
10/28/2017,10,28,60,55,58,63,60,50,53
10/29/2017,10,29,55,58,63,60,50,53,60
10/30/2017,10,30,58,63,60,50,53,60,66
10/31/2017,10,31,63,60,50,53,60,66,66
11/1/2017,11,1,60,50,53,60,66,66,66
11/2/2017,11,2,50,53,60,66,66,66,65
11/3/2017,11,3,53,60,66,66,66,65,70
11/4/2017,11,4,60,66,66,66,65,70,68
11/5/2017,11,5,66,66,66,65,70,68,68
11/6/2017,11,6,66,66,65,70,68,68,69
11/7/2017,11,7,66,65,70,68,68,69,59
11/8/2017,11,8,65,70,68,68,69,59,61
11/9/2017,11,9,70,68,68,69,59,61,69
11/10/2017,11,10,68,68,69,59,61,69,67
11/11/2017,11,11,68,69,59,61,69,67,61
11/12/2017,11,12,69,59,61,69,67,61,56
11/13/2017,11,13,59,61,69,67,61,56,56
11/14/2017,11,14,61,69,67,61,56,56,56
11/15/2017,11,15,69,67,61,56,56,56,61
11/16/2017,11,16,67,61,56,56,56,61,64
11/17/2017,11,17,61,56,56,56,61,64,54
11/18/2017,11,18,56,56,56,61,64,54,62
11/19/2017,11,19,56,56,61,64,54,62,65
11/20/2017,11,20,56,61,64,54,62,65,62
11/21/2017,11,21,61,64,54,62,65,62,60
11/22/2017,11,22,64,54,62,65,62,60,58
11/23/2017,11,23,54,62,65,62,60,58,59
11/24/2017,11,24,62,65,62,60,58,59,58
11/25/2017,11,25,65,62,60,58,59,58,62
11/26/2017,11,26,62,60,58,59,58,62,67
11/27/2017,11,27,60,58,59,58,62,67,63
11/28/2017,11,28,58,59,58,62,67,63,62
11/29/2017,11,29,59,58,62,67,63,62,66
11/30/2017,11,30,58,62,67,63,62,66,62
12/1/2017,12,1,62,67,63,62,66,62,62
12/2/2017,12,2,67,63,62,66,62,62,65
12/3/2017,12,3,63,62,66,62,62,65,67
12/4/2017,12,4,62,66,62,62,65,67,53
12/5/2017,12,5,66,62,62,65,67,53,51
12/6/2017,12,6,62,62,65,67,53,51,47
12/7/2017,12,7,62,65,67,53,51,47,40
12/8/2017,12,8,65,67,53,51,47,40,42
12/9/2017,12,9,67,53,51,47,40,42,50
12/10/2017,12,10,53,51,47,40,42,50,47
12/11/2017,12,11,51,47,40,42,50,47,51
12/12/2017,12,12,47,40,42,50,47,51,60
12/13/2017,12,13,40,42,50,47,51,60,55
12/14/2017,12,14,42,50,47,51,60,55,57
12/15/2017,12,15,50,47,51,60,55,57,65
12/16/2017,12,16,47,51,60,55,57,65,71
12/17/2017,12,17,51,60,55,57,65,71,66
12/18/2017,12,18,60,55,57,65,71,66,71
12/19/2017,12,19,55,57,65,71,66,71,65
12/20/2017,12,20,57,65,71,66,71,65,65
12/21/2017,12,21,65,71,66,71,65,65,70
12/22/2017,12,22,71,66,71,65,65,70,59
12/23/2017,12,23,66,71,65,65,70,59,51
12/24/2017,12,24,71,65,65,70,59,51,54
12/25/2017,12,25,65,65,70,59,51,54,52
12/26/2017,12,26,65,70,59,51,54,52,45
12/27/2017,12,27,70,59,51,54,52,45,47
12/28/2017,12,28,59,51,54,52,45,47,49
12/29/2017,12,29,51,54,52,45,47,49,43
12/30/2017,12,30,54,52,45,47,49,43,35
12/31/2017,12,31,52,45,47,49,43,35,35
1/1/2018,1,1,45,47,49,43,35,35,34
1/2/2018,1,2,47,49,43,35,35,34,35
1/3/2018,1,3,49,43,35,35,34,35,38
1/4/2018,1,4,43,35,35,34,35,38,43
1/5/2018,1,5,35,35,34,35,38,43,50
1/6/2018,1,6,35,34,35,38,43,50,62
1/7/2018,1,7,34,35,38,43,50,62,65
1/8/2018,1,8,35,38,43,50,62,65,67
1/9/2018,1,9,38,43,50,62,65,67,64
1/10/2018,1,10,43,50,62,65,67,64,51
1/11/2018,1,11,50,62,65,67,64,51,40
1/12/2018,1,12,62,65,67,64,51,40,43
1/13/2018,1,13,65,67,64,51,40,43,47
1/14/2018,1,14,67,64,51,40,43,47,44
1/15/2018,1,15,64,51,40,43,47,44,34
1/16/2018,1,16,51,40,43,47,44,34,39
1/17/2018,1,17,40,43,47,44,34,39,44
1/18/2018,1,18,43,47,44,34,39,44,56
1/19/2018,1,19,47,44,34,39,44,56,61
1/20/2018,1,20,44,34,39,44,56,61,67
1/21/2018,1,21,34,39,44,56,61,67,52
1/22/2018,1,22,39,44,56,61,67,52,52
1/23/2018,1,23,44,56,61,67,52,52,53
1/24/2018,1,24,56,61,67,52,52,53,62
1/25/2018,1,25,61,67,52,52,53,62,64
1/26/2018,1,26,67,52,52,53,62,64,63
1/27/2018,1,27,52,52,53,62,64,63,50
1/28/2018,1,28,52,53,62,64,63,50,45
1/29/2018,1,29,53,62,64,63,50,45,53
1/30/2018,1,30,62,64,63,50,45,53,56
1/31/2018,1,31,64,63,50,45,53,56,50
2/1/2018,2,1,63,50,45,53,56,50,58
2/2/2018,2,2,50,45,53,56,50,58,62
2/3/2018,2,3,45,53,56,50,58,62,57
2/4/2018,2,4,53,56,50,58,62,57,66
2/5/2018,2,5,56,50,58,62,57,66,65
2/6/2018,2,6,50,58,62,57,66,65,63
2/7/2018,2,7,58,62,57,66,65,63,69
2/8/2018,2,8,62,57,66,65,63,69,71
2/9/2018,2,9,57,66,65,63,69,71,69
2/10/2018,2,10,66,65,63,69,71,69,65
2/11/2018,2,11,65,63,69,71,69,65,58
2/12/2018,2,12,63,69,71,69,65,58,64
2/13/2018,2,13,69,71,69,65,58,64,68
2/14/2018,2,14,71,69,65,58,64,68,69
2/15/2018,2,15,69,65,58,64,68,69,70
2/16/2018,2,16,65,58,64,68,69,70,71
2/17/2018,2,17,58,64,68,69,70,71,72
2/18/2018,2,18,64,68,69,70,71,72,75
2/19/2018,2,19,68,69,70,71,72,75,72
2/20/2018,2,20,69,70,71,72,75,72,70
2/21/2018,2,21,70,71,72,75,72,70,71
2/22/2018,2,22,71,72,75,72,70,71,73
2/23/2018,2,23,72,75,72,70,71,73,71
2/24/2018,2,24,75,72,70,71,73,71,66
2/25/2018,2,25,72,70,71,73,71,66,65
2/26/2018,2,26,70,71,73,71,66,65,72
2/27/2018,2,27,71,73,71,66,65,72,68
2/28/2018,2,28,73,71,66,65,72,68,58
3/1/2018,3,1,71,66,65,72,68,58,52
3/2/2018,3,2,66,65,72,68,58,52,52
3/3/2018,3,3,65,72,68,58,52,52,57
3/4/2018,3,4,72,68,58,52,52,57,63
3/5/2018,3,5,68,58,52,52,57,63,50
3/6/2018,3,6,58,52,52,57,63,50,53
3/7/2018,3,7,52,52,57,63,50,53,53
