DATE,MONTH,DAY,TAVG-3,TAVG-2,TAVG-1,TAVG,TAVG+1,TAVG+2,TAVG+3
9/16/2019,9,16,80,80,80,81,81,77,77
9/17/2019,9,17,80,80,81,81,77,77,76
9/18/2019,9,18,80,81,81,77,77,76,76
9/19/2019,9,19,81,81,77,77,76,76,76
9/20/2019,9,20,81,77,77,76,76,76,75
9/21/2019,9,21,77,77,76,76,76,75,75
9/22/2019,9,22,77,76,76,76,75,75,79
9/23/2019,9,23,76,76,76,75,75,79,81
9/24/2019,9,24,76,76,75,75,79,81,81
9/25/2019,9,25,76,75,75,79,81,81,77
9/26/2019,9,26,75,75,79,81,81,77,77
9/27/2019,9,27,75,79,81,81,77,77,80
9/28/2019,9,28,79,81,81,77,77,80,79
9/29/2019,9,29,81,81,77,77,80,79,78
9/30/2019,9,30,81,77,77,80,79,78,75
10/1/2019,10,1,77,77,80,79,78,75,75
10/2/2019,10,2,77,80,79,78,75,75,77
10/3/2019,10,3,80,79,78,75,75,77,78
10/4/2019,10,4,79,78,75,75,77,78,74
10/5/2019,10,5,78,75,75,77,78,74,76
10/6/2019,10,6,75,75,77,78,74,76,75
10/7/2019,10,7,75,77,78,74,76,75,74
10/8/2019,10,8,77,78,74,76,75,74,73
10/9/2019,10,9,78,74,76,75,74,73,71
10/10/2019,10,10,74,76,75,74,73,71,74
10/11/2019,10,11,76,75,74,73,71,74,75
10/12/2019,10,12,75,74,73,71,74,75,77
10/13/2019,10,13,74,73,71,74,75,77,78
10/14/2019,10,14,73,71,74,75,77,78,69
10/15/2019,10,15,71,74,75,77,78,69,64
10/16/2019,10,16,74,75,77,78,69,64,73
10/17/2019,10,17,75,77,78,69,64,73,76
10/18/2019,10,18,77,78,69,64,73,76,71
10/19/2019,10,19,78,69,64,73,76,71,78
10/20/2019,10,20,69,64,73,76,71,78,68
10/21/2019,10,21,64,73,76,71,78,68,71
10/22/2019,10,22,73,76,71,78,68,71,77
10/23/2019,10,23,76,71,78,68,71,77,78
10/24/2019,10,24,71,78,68,71,77,78,76
10/25/2019,10,25,78,68,71,77,78,76,76
10/26/2019,10,26,68,71,77,78,76,76,79
10/27/2019,10,27,71,77,78,76,76,79,78
10/28/2019,10,28,77,78,76,76,79,78,79
10/29/2019,10,29,78,76,76,79,78,79,64
10/30/2019,10,30,76,76,79,78,79,64,62
10/31/2019,10,31,76,79,78,79,64,62,61
11/1/2019,11,1,79,78,79,64,62,61,67
11/2/2019,11,2,78,79,64,62,61,67,73
11/3/2019,11,3,79,64,62,61,67,73,72
11/4/2019,11,4,64,62,61,67,73,72,74
11/5/2019,11,5,62,61,67,73,72,74,67
11/6/2019,11,6,61,67,73,72,74,67,59
11/7/2019,11,7,67,73,72,74,67,59,57
11/8/2019,11,8,73,72,74,67,59,57,61
11/9/2019,11,9,72,74,67,59,57,61,65
11/10/2019,11,10,74,67,59,57,61,65,51
11/11/2019,11,11,67,59,57,61,65,51,54
11/12/2019,11,12,59,57,61,65,51,54,56
11/13/2019,11,13,57,61,65,51,54,56,52
11/14/2019,11,14,61,65,51,54,56,52,50
11/15/2019,11,15,65,51,54,56,52,50,56
11/16/2019,11,16,51,54,56,52,50,56,54
11/17/2019,11,17,54,56,52,50,56,54,55
11/18/2019,11,18,56,52,50,56,54,55,56
11/19/2019,11,19,52,50,56,54,55,56,61
11/20/2019,11,20,50,56,54,55,56,61,62
11/21/2019,11,21,56,54,55,56,61,62,61
11/22/2019,11,22,54,55,56,61,62,61,51
11/23/2019,11,23,55,56,61,62,61,51,52
11/24/2019,11,24,56,61,62,61,51,52,59
11/25/2019,11,25,61,62,61,51,52,59,67
11/26/2019,11,26,62,61,51,52,59,67,60
11/27/2019,11,27,61,51,52,59,67,60,61
11/28/2019,11,28,51,52,59,67,60,61,70
11/29/2019,11,29,52,59,67,60,61,70,60
11/30/2019,11,30,59,67,60,61,70,60,43
12/1/2019,12,1,67,60,61,70,60,43,48
12/2/2019,12,2,60,61,70,60,43,48,51
12/3/2019,12,3,61,70,60,43,48,51,53
12/4/2019,12,4,70,60,43,48,51,53,55
12/5/2019,12,5,60,43,48,51,53,55,63
12/6/2019,12,6,43,48,51,53,55,63,68
12/7/2019,12,7,48,51,53,55,63,68,67
12/8/2019,12,8,51,53,55,63,68,67,65
12/9/2019,12,9,53,55,63,68,67,65,62
12/10/2019,12,10,55,63,68,67,65,62,65
12/11/2019,12,11,63,68,67,65,62,65,65
12/12/2019,12,12,68,67,65,62,65,65,55
12/13/2019,12,13,67,65,62,65,65,55,61
12/14/2019,12,14,65,62,65,65,55,61,69
12/15/2019,12,15,62,65,65,55,61,69,54
12/16/2019,12,16,65,65,55,61,69,54,46
12/17/2019,12,17,65,55,61,69,54,46,54
12/18/2019,12,18,55,61,69,54,46,54,61
12/19/2019,12,19,61,69,54,46,54,61,64
12/20/2019,12,20,69,54,46,54,61,64,63
12/21/2019,12,21,54,46,54,61,64,63,58
12/22/2019,12,22,46,54,61,64,63,58,62
12/23/2019,12,23,54,61,64,63,58,62,63
12/24/2019,12,24,61,64,63,58,62,63,68
12/25/2019,12,25,64,63,58,62,63,68,70
12/26/2019,12,26,63,58,62,63,68,70,72
12/27/2019,12,27,58,62,63,68,70,72,72
12/28/2019,12,28,62,63,68,70,72,72,56
12/29/2019,12,29,63,68,70,72,72,56,51
12/30/2019,12,30,68,70,72,72,56,51,58
12/31/2019,12,31,70,72,72,56,51,58,71
1/1/2020,1,1,72,72,56,51,58,71,70
1/2/2020,1,2,72,56,51,58,71,70,51
1/3/2020,1,3,56,51,58,71,70,51,48
1/4/2020,1,4,51,58,71,70,51,48,51
1/5/2020,1,5,58,71,70,51,48,51,51
1/6/2020,1,6,71,70,51,48,51,51,51
1/7/2020,1,7,70,51,48,51,51,51,65
1/8/2020,1,8,51,48,51,51,51,65,71
1/9/2020,1,9,48,51,51,51,65,71,73
1/10/2020,1,10,51,51,51,65,71,73,73
1/11/2020,1,11,51,51,65,71,73,73,68
1/12/2020,1,12,51,65,71,73,73,68,69
1/13/2020,1,13,65,71,73,73,68,69,67
1/14/2020,1,14,71,73,73,68,69,67,64
1/15/2020,1,15,73,73,68,69,67,64,60
1/16/2020,1,16,73,68,69,67,64,60,66
1/17/2020,1,17,68,69,67,64,60,66,48
1/18/2020,1,18,69,67,64,60,66,48,40
1/19/2020,1,19,67,64,60,66,48,40,41
1/20/2020,1,20,64,60,66,48,40,41,55
1/21/2020,1,21,60,66,48,40,41,55,61
1/22/2020,1,22,66,48,40,41,55,61,58
1/23/2020,1,23,48,40,41,55,61,58,51
1/24/2020,1,24,40,41,55,61,58,51,57
1/25/2020,1,25,41,55,61,58,51,57,55
1/26/2020,1,26,55,61,58,51,57,55,47
1/27/2020,1,27,61,58,51,57,55,47,55
1/28/2020,1,28,58,51,57,55,47,55,58
1/29/2020,1,29,51,57,55,47,55,58,56
1/30/2020,1,30,57,55,47,55,58,56,52
1/31/2020,1,31,55,47,55,58,56,52,55
2/1/2020,2,1,47,55,58,56,52,55,56
2/2/2020,2,2,55,58,56,52,55,56,64
2/3/2020,2,3,58,56,52,55,56,64,73
2/4/2020,2,4,56,52,55,56,64,73,60
2/5/2020,2,5,52,55,56,64,73,60,49
2/6/2020,2,6,55,56,64,73,60,49,54
2/7/2020,2,7,56,64,73,60,49,54,62
2/8/2020,2,8,64,73,60,49,54,62,70
2/9/2020,2,9,73,60,49,54,62,70,72
2/10/2020,2,10,60,49,54,62,70,72,71
2/11/2020,2,11,49,54,62,70,72,71,61
2/12/2020,2,12,54,62,70,72,71,61,55
2/13/2020,2,13,62,70,72,71,61,55,60
2/14/2020,2,14,70,72,71,61,55,60,62
2/15/2020,2,15,72,71,61,55,60,62,68
2/16/2020,2,16,71,61,55,60,62,68,70
2/17/2020,2,17,61,55,60,62,68,70,66
2/18/2020,2,18,55,60,62,68,70,66,47
2/19/2020,2,19,60,62,68,70,66,47,45
2/20/2020,2,20,62,68,70,66,47,45,53
2/21/2020,2,21,68,70,66,47,45,53,61
2/22/2020,2,22,70,66,47,45,53,61,65
2/23/2020,2,23,66,47,45,53,61,65,63
2/24/2020,2,24,47,45,53,61,65,63,51
2/25/2020,2,25,45,53,61,65,63,51,45
2/26/2020,2,26,53,61,65,63,51,45,51
2/27/2020,2,27,61,65,63,51,45,51,50
2/28/2020,2,28,65,63,51,45,51,50,59
2/29/2020,2,29,63,51,45,51,50,59,68
3/1/2020,3,1,51,45,51,50,59,68,72
3/2/2020,3,2,45,51,50,59,68,72,74
3/3/2020,3,3,51,50,59,68,72,74,64
3/4/2020,3,4,50,59,68,72,74,64,52
3/5/2020,3,5,59,68,72,74,64,52,52
3/6/2020,3,6,68,72,74,64,52,52,61
3/7/2020,3,7,72,74,64,52,52,61,66
3/8/2020,3,8,74,64,52,52,61,66,67
3/9/2020,3,9,64,52,52,61,66,67,65
3/10/2020,3,10,52,52,61,66,67,65,67
3/11/2020,3,11,52,61,66,67,65,67,69
3/12/2020,3,12,61,66,67,65,67,69,71
3/13/2020,3,13,66,67,65,67,69,71,72
3/14/2020,3,14,67,65,67,69,71,72,71
3/15/2020,3,15,65,67,69,71,72,71,73
3/16/2020,3,16,67,69,71,72,71,73,73
3/17/2020,3,17,69,71,72,71,73,73,73
3/18/2020,3,18,71,72,71,73,73,73,72
3/19/2020,3,19,72,71,73,73,73,72,72
3/20/2020,3,20,71,73,73,73,72,72,74
3/21/2020,3,21,73,73,73,72,72,74,71
3/22/2020,3,22,73,73,72,72,74,71,74
3/23/2020,3,23,73,72,72,74,71,74,74
3/24/2020,3,24,72,72,74,71,74,74,74
3/25/2020,3,25,72,74,71,74,74,74,74
3/26/2020,3,26,74,71,74,74,74,74,75
3/27/2020,3,27,71,74,74,74,74,75,74
3/28/2020,3,28,74,74,74,74,75,74,72
3/29/2020,3,29,74,74,74,75,74,72,61
3/30/2020,3,30,74,74,75,74,72,61,59
3/31/2020,3,31,74,75,74,72,61,59,61
4/1/2020,4,1,75,74,72,61,59,61,66
4/2/2020,4,2,74,72,61,59,61,66,65
4/3/2020,4,3,72,61,59,61,66,65,68
4/4/2020,4,4,61,59,61,66,65,68,70
4/5/2020,4,5,59,61,66,65,68,70,73
4/6/2020,4,6,61,66,65,68,70,73,79
4/7/2020,4,7,66,65,68,70,73,79,71
4/8/2020,4,8,65,68,70,73,79,71,63
4/9/2020,4,9,68,70,73,79,71,63,76
4/10/2020,4,10,70,73,79,71,63,76,80
4/11/2020,4,11,73,79,71,63,76,80,75
4/12/2020,4,12,79,71,63,76,80,75,70
4/13/2020,4,13,71,63,76,80,75,70,63
4/14/2020,4,14,63,76,80,75,70,63,65
4/15/2020,4,15,76,80,75,70,63,65,71
4/16/2020,4,16,80,75,70,63,65,71,76
4/17/2020,4,17,75,70,63,65,71,76,78
4/18/2020,4,18,70,63,65,71,76,78,71
4/19/2020,4,19,63,65,71,76,78,71,70
4/20/2020,4,20,65,71,76,78,71,70,73
4/21/2020,4,21,71,76,78,71,70,73,70
4/22/2020,4,22,76,78,71,70,73,70,74
4/23/2020,4,23,78,71,70,73,70,74,74
4/24/2020,4,24,71,70,73,70,74,74,64
4/25/2020,4,25,70,73,70,74,74,64,65
4/26/2020,4,26,73,70,74,74,64,65,72
4/27/2020,4,27,70,74,74,64,65,72,71
4/28/2020,4,28,74,74,64,65,72,71,66
4/29/2020,4,29,74,64,65,72,71,66,67
4/30/2020,4,30,64,65,72,71,66,67,71
5/1/2020,5,1,65,72,71,66,67,71,72
5/2/2020,5,2,72,71,66,67,71,72,72
5/3/2020,5,3,71,66,67,71,72,72,74
5/4/2020,5,4,66,67,71,72,72,74,64
5/5/2020,5,5,67,71,72,72,74,64,62
5/6/2020,5,6,71,72,72,74,64,62,70
5/7/2020,5,7,72,72,74,64,62,70,65
5/8/2020,5,8,72,74,64,62,70,65,69
5/9/2020,5,9,74,64,62,70,65,69,67
5/10/2020,5,10,64,62,70,65,69,67,69
5/11/2020,5,11,62,70,65,69,67,69,71
5/12/2020,5,12,70,65,69,67,69,71,72
5/13/2020,5,13,65,69,67,69,71,72,75
5/14/2020,5,14,69,67,69,71,72,75,76
5/15/2020,5,15,67,69,71,72,75,76,76
5/16/2020,5,16,69,71,72,75,76,76,77
5/17/2020,5,17,71,72,75,76,76,77,77
5/18/2020,5,18,72,75,76,76,77,77,78
5/19/2020,5,19,75,76,76,77,77,78,79
5/20/2020,5,20,76,76,77,77,78,79,79
5/21/2020,5,21,76,77,77,78,79,79,78
5/22/2020,5,22,77,77,78,79,79,78,75
5/23/2020,5,23,77,78,79,79,78,75,74
5/24/2020,5,24,78,79,79,78,75,74,77
5/25/2020,5,25,79,79,78,75,74,77,77
5/26/2020,5,26,79,78,75,74,77,77,75
5/27/2020,5,27,78,75,74,77,77,75,77
5/28/2020,5,28,75,74,77,77,75,77,80
5/29/2020,5,29,74,77,77,75,77,80,78
5/30/2020,5,30,77,77,75,77,80,78,76
5/31/2020,5,31,77,75,77,80,78,76,74
6/1/2020,6,1,75,77,80,78,76,74,73
6/2/2020,6,2,77,80,78,76,74,73,76
6/3/2020,6,3,80,78,76,74,73,76,75
6/4/2020,6,4,78,76,74,73,76,75,74
6/5/2020,6,5,76,74,73,76,75,74,78
6/6/2020,6,6,74,73,76,75,74,78,80
6/7/2020,6,7,73,76,75,74,78,80,78
6/8/2020,6,8,76,75,74,78,80,78,77
6/9/2020,6,9,75,74,78,80,78,77,79
6/10/2020,6,10,74,78,80,78,77,79,75
6/11/2020,6,11,78,80,78,77,79,75,77
6/12/2020,6,12,80,78,77,79,75,77,76
6/13/2020,6,13,78,77,79,75,77,76,74
6/14/2020,6,14,77,79,75,77,76,74,73
6/15/2020,6,15,79,75,77,76,74,73,76
6/16/2020,6,16,75,77,76,74,73,76,77
6/17/2020,6,17,77,76,74,73,76,77,77
6/18/2020,6,18,76,74,73,76,77,77,80
6/19/2020,6,19,74,73,76,77,77,80,79
6/20/2020,6,20,73,76,77,77,80,79,80
6/21/2020,6,21,76,77,77,80,79,80,83
6/22/2020,6,22,77,77,80,79,80,83,81
6/23/2020,6,23,77,80,79,80,83,81,83
6/24/2020,6,24,80,79,80,83,81,83,81
6/25/2020,6,25,79,80,83,81,83,81,81
6/26/2020,6,26,80,83,81,83,81,81,83
6/27/2020,6,27,83,81,83,81,81,83,81
6/28/2020,6,28,81,83,81,81,83,81,78
6/29/2020,6,29,83,81,81,83,81,78,78
6/30/2020,6,30,81,81,83,81,78,78,80
7/1/2020,7,1,81,83,81,78,78,80,76
7/2/2020,7,2,83,81,78,78,80,76,77
7/3/2020,7,3,81,78,78,80,76,77,77
7/4/2020,7,4,78,78,80,76,77,77,78
7/5/2020,7,5,78,80,76,77,77,78,81
7/6/2020,7,6,80,76,77,77,78,81,82
7/7/2020,7,7,76,77,77,78,81,82,84
7/8/2020,7,8,77,77,78,81,82,84,82
7/9/2020,7,9,77,78,81,82,84,82,83
7/10/2020,7,10,78,81,82,84,82,83,83
7/11/2020,7,11,81,82,84,82,83,83,84
7/12/2020,7,12,82,84,82,83,83,84,82
7/13/2020,7,13,84,82,83,83,84,82,79
7/14/2020,7,14,82,83,83,84,82,79,80
7/15/2020,7,15,83,83,84,82,79,80,80
7/16/2020,7,16,83,84,82,79,80,80,81
7/17/2020,7,17,84,82,79,80,80,81,81
7/18/2020,7,18,82,79,80,80,81,81,80
7/19/2020,7,19,79,80,80,81,81,80,78
7/20/2020,7,20,80,80,81,81,80,78,79
7/21/2020,7,21,80,81,81,80,78,79,81
7/22/2020,7,22,81,81,80,78,79,81,81
7/23/2020,7,23,81,80,78,79,81,81,80
7/24/2020,7,24,80,78,79,81,81,80,78
7/25/2020,7,25,78,79,81,81,80,78,79
7/26/2020,7,26,79,81,81,80,78,79,77
7/27/2020,7,27,81,81,80,78,79,77,80
7/28/2020,7,28,81,80,78,79,77,80,82
7/29/2020,7,29,80,78,79,77,80,82,83
7/30/2020,7,30,78,79,77,80,82,83,79
7/31/2020,7,31,79,77,80,82,83,79,82
8/1/2020,8,1,77,80,82,83,79,82,85
8/2/2020,8,2,80,82,83,79,82,85,81
8/3/2020,8,3,82,83,79,82,85,81,79
8/4/2020,8,4,83,79,82,85,81,79,77
8/5/2020,8,5,79,82,85,81,79,77,78
8/6/2020,8,6,82,85,81,79,77,78,82
8/7/2020,8,7,85,81,79,77,78,82,81
8/8/2020,8,8,81,79,77,78,82,81,78
8/9/2020,8,9,79,77,78,82,81,78,79
8/10/2020,8,10,77,78,82,81,78,79,81
8/11/2020,8,11,78,82,81,78,79,81,80
8/12/2020,8,12,82,81,78,79,81,80,79
8/13/2020,8,13,81,78,79,81,80,79,81
8/14/2020,8,14,78,79,81,80,79,81,79
8/15/2020,8,15,79,81,80,79,81,79,79
8/16/2020,8,16,81,80,79,81,79,79,76
8/17/2020,8,17,80,79,81,79,79,76,77
8/18/2020,8,18,79,81,79,79,76,77,74
8/19/2020,8,19,81,79,79,76,77,74,76
8/20/2020,8,20,79,79,76,77,74,76,78
8/21/2020,8,21,79,76,77,74,76,78,82
8/22/2020,8,22,76,77,74,76,78,82,84
8/23/2020,8,23,77,74,76,78,82,84,83
8/24/2020,8,24,74,76,78,82,84,83,81
8/25/2020,8,25,76,78,82,84,83,81,80
8/26/2020,8,26,78,82,84,83,81,80,80
8/27/2020,8,27,82,84,83,81,80,80,78
8/28/2020,8,28,84,83,81,80,80,78,77
8/29/2020,8,29,83,81,80,80,78,77,78
8/30/2020,8,30,81,80,80,78,77,78,81
8/31/2020,8,31,80,80,78,77,78,81,82
9/1/2020,9,1,80,78,77,78,81,82,83
9/2/2020,9,2,78,77,78,81,82,83,85
9/3/2020,9,3,77,78,81,82,83,85,81
9/4/2020,9,4,78,81,82,83,85,81,78
9/5/2020,9,5,81,82,83,85,81,78,77
9/6/2020,9,6,82,83,85,81,78,77,78
9/7/2020,9,7,83,85,81,78,77,78,78
9/8/2020,9,8,85,81,78,77,78,78,79
9/9/2020,9,9,81,78,77,78,78,79,79
9/10/2020,9,10,78,77,78,78,79,79,78
9/11/2020,9,11,77,78,78,79,79,78,77
9/12/2020,9,12,78,78,79,79,78,77,78
9/13/2020,9,13,78,79,79,78,77,78,79
9/14/2020,9,14,79,79,78,77,78,79,78
9/15/2020,9,15,79,78,77,78,79,78,79
9/16/2020,9,16,78,77,78,79,78,79,74
9/17/2020,9,17,77,78,79,78,79,74,71
9/18/2020,9,18,78,79,78,79,74,71,73
9/19/2020,9,19,79,78,79,74,71,73,72
9/20/2020,9,20,78,79,74,71,73,72,72
9/21/2020,9,21,79,74,71,73,72,72,76
9/22/2020,9,22,74,71,73,72,72,76,79
9/23/2020,9,23,71,73,72,72,76,79,79
9/24/2020,9,24,73,72,72,76,79,79,76
9/25/2020,9,25,72,72,76,79,79,76,76
9/26/2020,9,26,72,76,79,79,76,76,76
9/27/2020,9,27,76,79,79,76,76,76,66
9/28/2020,9,28,79,79,76,76,76,66,65
9/29/2020,9,29,79,76,76,76,66,65,67
9/30/2020,9,30,76,76,76,66,65,67,67
10/1/2020,10,1,76,76,66,65,67,67,66
10/2/2020,10,2,76,66,65,67,67,66,69
10/3/2020,10,3,66,65,67,67,66,69,77
10/4/2020,10,4,65,67,67,66,69,77,78
10/5/2020,10,5,67,67,66,69,77,78,78
10/6/2020,10,6,67,66,69,77,78,78,78
10/7/2020,10,7,66,69,77,78,78,78,77
10/8/2020,10,8,69,77,78,78,78,77,78
10/9/2020,10,9,77,78,78,78,77,78,75
10/10/2020,10,10,78,78,78,77,78,75,75
10/11/2020,10,11,78,78,77,78,75,75,76
10/12/2020,10,12,78,77,78,75,75,76,75
10/13/2020,10,13,77,78,75,75,76,75,75
10/14/2020,10,14,78,75,75,76,75,75,71
10/15/2020,10,15,75,75,76,75,75,71,71
10/16/2020,10,16,75,76,75,75,71,71,75
10/17/2020,10,17,76,75,75,71,71,75,75
10/18/2020,10,18,75,75,71,71,75,75,76
10/19/2020,10,19,75,71,71,75,75,76,74
10/20/2020,10,20,71,71,75,75,76,74,74
10/21/2020,10,21,71,75,75,76,74,74,73
10/22/2020,10,22,75,75,76,74,74,73,75
10/23/2020,10,23,75,76,74,74,73,75,75
10/24/2020,10,24,76,74,74,73,75,75,78
10/25/2020,10,25,74,74,73,75,75,78,78
10/26/2020,10,26,74,73,75,75,78,78,78
10/27/2020,10,27,73,75,75,78,78,78,65
10/28/2020,10,28,75,75,78,78,78,65,66
10/29/2020,10,29,75,78,78,78,65,66,69
10/30/2020,10,30,78,78,78,65,66,69,59
10/31/2020,10,31,78,78,65,66,69,59,54
11/1/2020,11,1,78,65,66,69,59,54,61
11/2/2020,11,2,65,66,69,59,54,61,68
11/3/2020,11,3,66,69,59,54,61,68,71
11/4/2020,11,4,69,59,54,61,68,71,73
11/5/2020,11,5,59,54,61,68,71,73,73
11/6/2020,11,6,54,61,68,71,73,73,74
11/7/2020,11,7,61,68,71,73,73,74,76
11/8/2020,11,8,68,71,73,73,74,76,76
11/9/2020,11,9,71,73,73,74,76,76,75
11/10/2020,11,10,73,73,74,76,76,75,69
11/11/2020,11,11,73,74,76,76,75,69,67
11/12/2020,11,12,74,76,76,75,69,67,70
11/13/2020,11,13,76,76,75,69,67,70,69
11/14/2020,11,14,76,75,69,67,70,69,58
11/15/2020,11,15,75,69,67,70,69,58,56
11/16/2020,11,16,69,67,70,69,58,56,55
11/17/2020,11,17,67,70,69,58,56,55,63
11/18/2020,11,18,70,69,58,56,55,63,68
11/19/2020,11,19,69,58,56,55,63,68,66
11/20/2020,11,20,58,56,55,63,68,66,67
11/21/2020,11,21,56,55,63,68,66,67,61
11/22/2020,11,22,55,63,68,66,67,61,66
11/23/2020,11,23,63,68,66,67,61,66,68
11/24/2020,11,24,68,66,67,61,66,68,67
11/25/2020,11,25,66,67,61,66,68,67,68
11/26/2020,11,26,67,61,66,68,67,68,66
11/27/2020,11,27,61,66,68,67,68,66,66
11/28/2020,11,28,66,68,67,68,66,66,43
11/29/2020,11,29,68,67,68,66,66,43,39
11/30/2020,11,30,67,68,66,66,43,39,48
12/1/2020,12,1,68,66,66,43,39,48,62
12/2/2020,12,2,66,66,43,39,48,62,58
12/3/2020,12,3,66,43,39,48,62,58,51
12/4/2020,12,4,43,39,48,62,58,51,55
12/5/2020,12,5,39,48,62,58,51,55,44
12/6/2020,12,6,48,62,58,51,55,44,44
12/7/2020,12,7,62,58,51,55,44,44,52
12/8/2020,12,8,58,51,55,44,44,52,53
12/9/2020,12,9,51,55,44,44,52,53,55
12/10/2020,12,10,55,44,44,52,53,55,63
12/11/2020,12,11,44,44,52,53,55,63,65
12/12/2020,12,12,44,52,53,55,63,65,60
12/13/2020,12,13,52,53,55,63,65,60,54
12/14/2020,12,14,53,55,63,65,60,54,56
12/15/2020,12,15,55,63,65,60,54,56,42
12/16/2020,12,16,63,65,60,54,56,42,49
12/17/2020,12,17,65,60,54,56,42,49,56
12/18/2020,12,18,60,54,56,42,49,56,62
12/19/2020,12,19,54,56,42,49,56,62,53
12/20/2020,12,20,56,42,49,56,62,53,52
12/21/2020,12,21,42,49,56,62,53,52,62
12/22/2020,12,22,49,56,62,53,52,62,43
12/23/2020,12,23,56,62,53,52,62,43,35
12/24/2020,12,24,62,53,52,62,43,35,41
12/25/2020,12,25,53,52,62,43,35,41,52
12/26/2020,12,26,52,62,43,35,41,52,54
12/27/2020,12,27,62,43,35,41,52,54,60
12/28/2020,12,28,43,35,41,52,54,60,67
12/29/2020,12,29,35,41,52,54,60,67,72
12/30/2020,12,30,41,52,54,60,67,72,71
12/31/2020,12,31,52,54,60,67,72,71,66
1/1/2021,1,1,54,60,67,72,71,66,50
1/2/2021,1,2,60,67,72,71,66,50,50
1/3/2021,1,3,67,72,71,66,50,50,49
1/4/2021,1,4,72,71,66,50,50,49,54
1/5/2021,1,5,71,66,50,50,49,54,54
1/6/2021,1,6,66,50,50,49,54,54,45
1/7/2021,1,7,50,50,49,54,54,45,43
1/8/2021,1,8,50,49,54,54,45,43,54
1/9/2021,1,9,49,54,54,45,43,54,58
1/10/2021,1,10,54,54,45,43,54,58,48
1/11/2021,1,11,54,45,43,54,58,48,47
1/12/2021,1,12,45,43,54,58,48,47,51
1/13/2021,1,13,43,54,58,48,47,51,49
1/14/2021,1,14,54,58,48,47,51,49,42
1/15/2021,1,15,58,48,47,51,49,42,48
1/16/2021,1,16,48,47,51,49,42,48,46
1/17/2021,1,17,47,51,49,42,48,46,49
1/18/2021,1,18,51,49,42,48,46,49,58
1/19/2021,1,19,49,42,48,46,49,58,65
1/20/2021,1,20,42,48,46,49,58,65,61
1/21/2021,1,21,48,46,49,58,65,61,59
1/22/2021,1,22,46,49,58,65,61,59,67
1/23/2021,1,23,49,58,65,61,59,67,67
1/24/2021,1,24,58,65,61,59,67,67,67
1/25/2021,1,25,65,61,59,67,67,67,56
1/26/2021,1,26,61,59,67,67,67,56,45
1/27/2021,1,27,59,67,67,67,56,45,48
1/28/2021,1,28,67,67,67,56,45,48,61
1/29/2021,1,29,67,67,56,45,48,61,56
1/30/2021,1,30,67,56,45,48,61,56,44
1/31/2021,1,31,56,45,48,61,56,44,43
2/1/2021,2,1,45,48,61,56,44,43,43
2/2/2021,2,2,48,61,56,44,43,43,53
2/3/2021,2,3,61,56,44,43,43,53,53
2/4/2021,2,4,56,44,43,43,53,53,62
2/5/2021,2,5,44,43,43,53,53,62,56
2/6/2021,2,6,43,43,53,53,62,56,65
2/7/2021,2,7,43,53,53,62,56,65,66
2/8/2021,2,8,53,53,62,56,65,66,69
2/9/2021,2,9,53,62,56,65,66,69,69
2/10/2021,2,10,62,56,65,66,69,69,65
2/11/2021,2,11,56,65,66,69,69,65,63
2/12/2021,2,12,65,66,69,69,65,63,64
2/13/2021,2,13,66,69,69,65,63,64,64
2/14/2021,2,14,69,69,65,63,64,64,52
2/15/2021,2,15,69,65,63,64,64,52,70
2/16/2021,2,16,65,63,64,64,52,70,65
2/17/2021,2,17,63,64,64,52,70,65,50
2/18/2021,2,18,64,64,52,70,65,50,54
2/19/2021,2,19,64,52,70,65,50,54,61
2/20/2021,2,20,52,70,65,50,54,61,65
2/21/2021,2,21,70,65,50,54,61,65,58
2/22/2021,2,22,65,50,54,61,65,58,60
2/23/2021,2,23,50,54,61,65,58,60,66
2/24/2021,2,24,54,61,65,58,60,66,70
2/25/2021,2,25,61,65,58,60,66,70,74
2/26/2021,2,26,65,58,60,66,70,74,73
2/27/2021,2,27,58,60,66,70,74,73,62
2/28/2021,2,28,60,66,70,74,73,62,57
3/1/2021,3,1,66,70,74,73,62,57,58
3/2/2021,3,2,70,74,73,62,57,58,58
3/3/2021,3,3,74,73,62,57,58,58,56
3/4/2021,3,4,73,62,57,58,58,56,53
3/5/2021,3,5,62,57,58,58,56,53,52
3/6/2021,3,6,57,58,58,56,53,52,55
3/7/2021,3,7,58,58,56,53,52,55,60
3/8/2021,3,8,58,56,53,52,55,60,62
3/9/2021,3,9,56,53,52,55,60,62,64
3/10/2021,3,10,53,52,55,60,62,64,66
3/11/2021,3,11,52,55,60,62,64,66,67
3/12/2021,3,12,55,60,62,64,66,67,69
3/13/2021,3,13,60,62,64,66,67,69,73
3/14/2021,3,14,62,64,66,67,69,73,73
3/15/2021,3,15,64,66,67,69,73,73,69
3/16/2021,3,16,66,67,69,73,73,69,61
3/17/2021,3,17,67,69,73,73,69,61,57
3/18/2021,3,18,69,73,73,69,61,57,52
3/19/2021,3,19,73,73,69,61,57,52,61
3/20/2021,3,20,73,69,61,57,52,61,65
3/21/2021,3,21,69,61,57,52,61,65,66
3/22/2021,3,22,61,57,52,61,65,66,71
3/23/2021,3,23,57,52,61,65,66,71,75
3/24/2021,3,24,52,61,65,66,71,75,76
3/25/2021,3,25,61,65,66,71,75,76,72
