DATE,MONTH,DAY,TAVG
9/4/2020,9,4,83
9/5/2020,9,5,85
9/6/2020,9,6,81
9/7/2020,9,7,78
9/8/2020,9,8,77
9/9/2020,9,9,78
9/10/2020,9,10,78
9/11/2020,9,11,79
9/12/2020,9,12,79
9/13/2020,9,13,78
9/14/2020,9,14,77
9/15/2020,9,15,78
9/16/2020,9,16,79
9/17/2020,9,17,78
9/18/2020,9,18,79
9/19/2020,9,19,74
9/20/2020,9,20,71
9/21/2020,9,21,73
9/22/2020,9,22,72
9/23/2020,9,23,72
9/24/2020,9,24,76
9/25/2020,9,25,79
9/26/2020,9,26,79
9/27/2020,9,27,76
9/28/2020,9,28,76
9/29/2020,9,29,76
9/30/2020,9,30,66
10/1/2020,10,1,65
10/2/2020,10,2,67
10/3/2020,10,3,67
10/4/2020,10,4,66
10/5/2020,10,5,69
10/6/2020,10,6,77
10/7/2020,10,7,78
10/8/2020,10,8,78
10/9/2020,10,9,78
10/10/2020,10,10,77
10/11/2020,10,11,78
10/12/2020,10,12,75
10/13/2020,10,13,75
10/14/2020,10,14,76
10/15/2020,10,15,75
10/16/2020,10,16,75
10/17/2020,10,17,71
10/18/2020,10,18,71
10/19/2020,10,19,75
10/20/2020,10,20,75
10/21/2020,10,21,76
10/22/2020,10,22,74
10/23/2020,10,23,74
10/24/2020,10,24,73
10/25/2020,10,25,75
10/26/2020,10,26,75
10/27/2020,10,27,78
10/28/2020,10,28,78
10/29/2020,10,29,78
10/30/2020,10,30,65
10/31/2020,10,31,66
11/1/2020,11,1,69
11/2/2020,11,2,59
11/3/2020,11,3,54
11/4/2020,11,4,61
11/5/2020,11,5,68
11/6/2020,11,6,71
11/7/2020,11,7,73
11/8/2020,11,8,73
11/9/2020,11,9,74
11/10/2020,11,10,76
11/11/2020,11,11,76
11/12/2020,11,12,75
11/13/2020,11,13,69
11/14/2020,11,14,67
11/15/2020,11,15,70
11/16/2020,11,16,69
11/17/2020,11,17,58
11/18/2020,11,18,56
11/19/2020,11,19,55
11/20/2020,11,20,63
11/21/2020,11,21,68
11/22/2020,11,22,66
11/23/2020,11,23,67
11/24/2020,11,24,61
11/25/2020,11,25,66
11/26/2020,11,26,68
11/27/2020,11,27,67
11/28/2020,11,28,68
11/29/2020,11,29,66
11/30/2020,11,30,66
12/1/2020,12,1,43
12/2/2020,12,2,39
12/3/2020,12,3,48
12/4/2020,12,4,62
12/5/2020,12,5,58
12/6/2020,12,6,51
12/7/2020,12,7,55
12/8/2020,12,8,44
12/9/2020,12,9,44
12/10/2020,12,10,52
12/11/2020,12,11,53
12/12/2020,12,12,55
12/13/2020,12,13,63
12/14/2020,12,14,65
12/15/2020,12,15,60
12/16/2020,12,16,54
12/17/2020,12,17,56
12/18/2020,12,18,42
12/19/2020,12,19,49
12/20/2020,12,20,56
12/21/2020,12,21,62
12/22/2020,12,22,53
12/23/2020,12,23,52
12/24/2020,12,24,62
12/25/2020,12,25,43
12/26/2020,12,26,35
12/27/2020,12,27,41
12/28/2020,12,28,52
12/29/2020,12,29,54
12/30/2020,12,30,60
12/31/2020,12,31,67
1/1/2021,1,1,72
1/2/2021,1,2,71
1/3/2021,1,3,66
1/4/2021,1,4,50
1/5/2021,1,5,50
1/6/2021,1,6,49
1/7/2021,1,7,54
1/8/2021,1,8,54
1/9/2021,1,9,45
1/10/2021,1,10,43
1/11/2021,1,11,54
1/12/2021,1,12,58
1/13/2021,1,13,48
1/14/2021,1,14,47
1/15/2021,1,15,51
1/16/2021,1,16,49
1/17/2021,1,17,42
1/18/2021,1,18,48
1/19/2021,1,19,46
1/20/2021,1,20,49
1/21/2021,1,21,58
1/22/2021,1,22,65
1/23/2021,1,23,61
1/24/2021,1,24,59
1/25/2021,1,25,67
1/26/2021,1,26,67
1/27/2021,1,27,67
1/28/2021,1,28,56
1/29/2021,1,29,45
1/30/2021,1,30,48
1/31/2021,1,31,61
2/1/2021,2,1,56
2/2/2021,2,2,44
2/3/2021,2,3,43
2/4/2021,2,4,43
2/5/2021,2,5,53
2/6/2021,2,6,53
2/7/2021,2,7,62
2/8/2021,2,8,56
2/9/2021,2,9,65
2/10/2021,2,10,66
2/11/2021,2,11,69
2/12/2021,2,12,69
2/13/2021,2,13,65
2/14/2021,2,14,63
2/15/2021,2,15,64
2/16/2021,2,16,64
2/17/2021,2,17,52
2/18/2021,2,18,70
2/19/2021,2,19,65
2/20/2021,2,20,50
2/21/2021,2,21,54
2/22/2021,2,22,61
2/23/2021,2,23,65
2/24/2021,2,24,58
2/25/2021,2,25,60
2/26/2021,2,26,66
2/27/2021,2,27,70
2/28/2021,2,28,74
3/1/2021,3,1,73
3/2/2021,3,2,62
3/3/2021,3,3,57
3/4/2021,3,4,58
3/5/2021,3,5,58
3/6/2021,3,6,56
3/7/2021,3,7,53
3/8/2021,3,8,52
3/9/2021,3,9,55
3/10/2021,3,10,60
3/11/2021,3,11,62
3/12/2021,3,12,64
3/13/2021,3,13,66
3/14/2021,3,14,67
3/15/2021,3,15,69
3/16/2021,3,16,73
3/17/2021,3,17,73
3/18/2021,3,18,69
3/19/2021,3,19,61
3/20/2021,3,20,57
3/21/2021,3,21,52
3/22/2021,3,22,61
3/23/2021,3,23,65
3/24/2021,3,24,66
3/25/2021,3,25,71
3/26/2021,3,26,75
3/27/2021,3,27,76
3/28/2021,3,28,72
3/29/2021,3,29,70
3/30/2021,3,30,69
3/31/2021,3,31,74
4/1/2021,4,1,65
4/2/2021,4,2,52
4/3/2021,4,3,51
4/4/2021,4,4,57
4/5/2021,4,5,60
4/6/2021,4,6,63
4/7/2021,4,7,65
4/8/2021,4,8,66
4/9/2021,4,9,67
4/10/2021,4,10,71
4/11/2021,4,11,61
4/12/2021,4,12,70
4/13/2021,4,13,71
4/14/2021,4,14,72
4/15/2021,4,15,71
4/16/2021,4,16,68
4/17/2021,4,17,67
4/18/2021,4,18,69
4/19/2021,4,19,69
4/20/2021,4,20,67
4/21/2021,4,21,71
4/22/2021,4,22,63
4/23/2021,4,23,63
4/24/2021,4,24,72
4/25/2021,4,25,76
4/26/2021,4,26,69
4/27/2021,4,27,71
4/28/2021,4,28,72
4/29/2021,4,29,73
4/30/2021,4,30,73
5/1/2021,5,1,75
5/2/2021,5,2,73
5/3/2021,5,3,76
5/4/2021,5,4,79
5/5/2021,5,5,79
5/6/2021,5,6,75
5/7/2021,5,7,71
5/8/2021,5,8,65
5/9/2021,5,9,71
5/10/2021,5,10,76
5/11/2021,5,11,73
5/12/2021,5,12,77
5/13/2021,5,13,66
5/14/2021,5,14,67
5/15/2021,5,15,65
5/16/2021,5,16,67
5/17/2021,5,17,70
5/18/2021,5,18,73
5/19/2021,5,19,72
5/20/2021,5,20,74
5/21/2021,5,21,72
5/22/2021,5,22,73
5/23/2021,5,23,72
5/24/2021,5,24,75
5/25/2021,5,25,77
5/26/2021,5,26,78
5/27/2021,5,27,78
5/28/2021,5,28,80
5/29/2021,5,29,78
5/30/2021,5,30,77
5/31/2021,5,31,76
6/1/2021,6,1,75
6/2/2021,6,2,76
6/3/2021,6,3,78
6/4/2021,6,4,76
6/5/2021,6,5,78
6/6/2021,6,6,81
6/7/2021,6,7,78
6/8/2021,6,8,81
6/9/2021,6,9,80
6/10/2021,6,10,79
6/11/2021,6,11,81
6/12/2021,6,12,79
6/13/2021,6,13,78
6/14/2021,6,14,75
6/15/2021,6,15,76
6/16/2021,6,16,77
6/17/2021,6,17,79
6/18/2021,6,18,79
6/19/2021,6,19,81
6/20/2021,6,20,79
6/21/2021,6,21,77
6/22/2021,6,22,75
6/23/2021,6,23,78
6/24/2021,6,24,75
6/25/2021,6,25,75
6/26/2021,6,26,75
6/27/2021,6,27,80
6/28/2021,6,28,79
6/29/2021,6,29,77
6/30/2021,6,30,76
7/1/2021,7,1,77
7/2/2021,7,2,77
7/3/2021,7,3,77
7/4/2021,7,4,76
7/5/2021,7,5,78
7/6/2021,7,6,78
7/7/2021,7,7,76
7/8/2021,7,8,81
7/9/2021,7,9,81
7/10/2021,7,10,80
7/11/2021,7,11,79
7/12/2021,7,12,79
7/13/2021,7,13,78
7/14/2021,7,14,80
7/15/2021,7,15,81
7/16/2021,7,16,81
7/17/2021,7,17,82
7/18/2021,7,18,81
7/19/2021,7,19,79
7/20/2021,7,20,78
7/21/2021,7,21,78
7/22/2021,7,22,81
7/23/2021,7,23,82
7/24/2021,7,24,80
7/25/2021,7,25,80
7/26/2021,7,26,80
7/27/2021,7,27,80
7/28/2021,7,28,79
7/29/2021,7,29,80
7/30/2021,7,30,81
7/31/2021,7,31,83
8/1/2021,8,1,82
8/2/2021,8,2,78
8/3/2021,8,3,76
8/4/2021,8,4,78
8/5/2021,8,5,77
8/6/2021,8,6,78
8/7/2021,8,7,79
8/8/2021,8,8,80
8/9/2021,8,9,82
8/10/2021,8,10,82
8/11/2021,8,11,81
8/12/2021,8,12,81
8/13/2021,8,13,81
8/14/2021,8,14,78
8/15/2021,8,15,80
8/16/2021,8,16,80
8/17/2021,8,17,81
8/18/2021,8,18,83
8/19/2021,8,19,82
8/20/2021,8,20,82
8/21/2021,8,21,83
8/22/2021,8,22,81
8/23/2021,8,23,82
8/24/2021,8,24,79
8/25/2021,8,25,77
8/26/2021,8,26,78
8/27/2021,8,27,79
8/28/2021,8,28,81
8/29/2021,8,29,83
8/30/2021,8,30,83
8/31/2021,8,31,81
9/1/2021,9,1,76
9/2/2021,9,2,78
9/3/2021,9,3,78
9/4/2021,9,4,78
9/5/2021,9,5,77
9/6/2021,9,6,78
9/7/2021,9,7,79
9/8/2021,9,8,78
9/9/2021,9,9,77
9/10/2021,9,10,78
9/11/2021,9,11,77
9/12/2021,9,12,79
9/13/2021,9,13,78
9/14/2021,9,14,82
9/15/2021,9,15,82
9/16/2021,9,16,83
9/17/2021,9,17,81
9/18/2021,9,18,78
9/19/2021,9,19,76
9/20/2021,9,20,77
9/21/2021,9,21,78
9/22/2021,9,22,78
9/23/2021,9,23,76
9/24/2021,9,24,72
9/25/2021,9,25,75
9/26/2021,9,26,75
9/27/2021,9,27,73
9/28/2021,9,28,74
9/29/2021,9,29,74
9/30/2021,9,30,75
10/1/2021,10,1,76
10/2/2021,10,2,76
10/3/2021,10,3,74
10/4/2021,10,4,75
10/5/2021,10,5,75
10/6/2021,10,6,76
10/7/2021,10,7,77
10/8/2021,10,8,77
10/9/2021,10,9,75
10/10/2021,10,10,74
10/11/2021,10,11,74
10/12/2021,10,12,76
10/13/2021,10,13,76
10/14/2021,10,14,76
10/15/2021,10,15,75
10/16/2021,10,16,75
10/17/2021,10,17,69
10/18/2021,10,18,63
10/19/2021,10,19,68
10/20/2021,10,20,68
10/21/2021,10,21,71
10/22/2021,10,22,73
10/23/2021,10,23,73
10/24/2021,10,24,72
10/25/2021,10,25,76
10/26/2021,10,26,76
10/27/2021,10,27,64
10/28/2021,10,28,67
10/29/2021,10,29,66
10/30/2021,10,30,61
10/31/2021,10,31,56
11/1/2021,11,1,59
11/2/2021,11,2,67
11/3/2021,11,3,65
11/4/2021,11,4,63
11/5/2021,11,5,58
11/6/2021,11,6,51
11/7/2021,11,7,55
11/8/2021,11,8,57
11/9/2021,11,9,56
11/10/2021,11,10,63
11/11/2021,11,11,68
11/12/2021,11,12,67
11/13/2021,11,13,63
11/14/2021,11,14,54
11/15/2021,11,15,54
11/16/2021,11,16,55
11/17/2021,11,17,62
11/18/2021,11,18,68
11/19/2021,11,19,69
11/20/2021,11,20,62
11/21/2021,11,21,67
11/22/2021,11,22,65
11/23/2021,11,23,54
11/24/2021,11,24,51
11/25/2021,11,25,59
11/26/2021,11,26,57
11/27/2021,11,27,50
11/28/2021,11,28,52
11/29/2021,11,29,57
11/30/2021,11,30,49
12/1/2021,12,1,53
12/2/2021,12,2,58
12/3/2021,12,3,58
12/4/2021,12,4,58
12/5/2021,12,5,60
12/6/2021,12,6,62
12/7/2021,12,7,67
12/8/2021,12,8,68
12/9/2021,12,9,64
12/10/2021,12,10,65
12/11/2021,12,11,69
12/12/2021,12,12,69
12/13/2021,12,13,65
12/14/2021,12,14,64
12/15/2021,12,15,67
12/16/2021,12,16,70
12/17/2021,12,17,69
12/18/2021,12,18,68
12/19/2021,12,19,70
12/20/2021,12,20,60
12/21/2021,12,21,53
12/22/2021,12,22,51
12/23/2021,12,23,51
12/24/2021,12,24,57
12/25/2021,12,25,58
12/26/2021,12,26,65
12/27/2021,12,27,64
12/28/2021,12,28,64
12/29/2021,12,29,65
12/30/2021,12,30,71
12/31/2021,12,31,73
