DATE,MONTH,DAY,TAVG
9/25/2017,9,25,79
9/26/2017,9,26,78
9/27/2017,9,27,78
9/28/2017,9,28,78
9/29/2017,9,29,79
9/30/2017,9,30,76
10/1/2017,10,1,73
10/2/2017,10,2,75
10/3/2017,10,3,75
10/4/2017,10,4,75
10/5/2017,10,5,75
10/6/2017,10,6,77
10/7/2017,10,7,81
10/8/2017,10,8,79
10/9/2017,10,9,79
10/10/2017,10,10,79
10/11/2017,10,11,78
10/12/2017,10,12,76
10/13/2017,10,13,75
10/14/2017,10,14,77
10/15/2017,10,15,77
10/16/2017,10,16,77
10/17/2017,10,17,71
10/18/2017,10,18,67
10/19/2017,10,19,71
10/20/2017,10,20,74
10/21/2017,10,21,72
10/22/2017,10,22,76
10/23/2017,10,23,76
10/24/2017,10,24,69
10/25/2017,10,25,60
10/26/2017,10,26,55
10/27/2017,10,27,58
10/28/2017,10,28,63
10/29/2017,10,29,60
10/30/2017,10,30,50
10/31/2017,10,31,53
11/1/2017,11,1,60
11/2/2017,11,2,66
11/3/2017,11,3,66
11/4/2017,11,4,66
11/5/2017,11,5,65
11/6/2017,11,6,70
11/7/2017,11,7,68
11/8/2017,11,8,68
11/9/2017,11,9,69
11/10/2017,11,10,59
11/11/2017,11,11,61
11/12/2017,11,12,69
11/13/2017,11,13,67
11/14/2017,11,14,61
11/15/2017,11,15,56
11/16/2017,11,16,56
11/17/2017,11,17,56
11/18/2017,11,18,61
11/19/2017,11,19,64
11/20/2017,11,20,54
11/21/2017,11,21,62
11/22/2017,11,22,65
11/23/2017,11,23,62
11/24/2017,11,24,60
11/25/2017,11,25,58
11/26/2017,11,26,59
11/27/2017,11,27,58
11/28/2017,11,28,62
11/29/2017,11,29,67
11/30/2017,11,30,63
12/1/2017,12,1,62
12/2/2017,12,2,66
12/3/2017,12,3,62
12/4/2017,12,4,62
12/5/2017,12,5,65
12/6/2017,12,6,67
12/7/2017,12,7,53
12/8/2017,12,8,51
12/9/2017,12,9,47
12/10/2017,12,10,40
12/11/2017,12,11,42
12/12/2017,12,12,50
12/13/2017,12,13,47
12/14/2017,12,14,51
12/15/2017,12,15,60
12/16/2017,12,16,55
12/17/2017,12,17,57
12/18/2017,12,18,65
12/19/2017,12,19,71
12/20/2017,12,20,66
12/21/2017,12,21,71
12/22/2017,12,22,65
12/23/2017,12,23,65
12/24/2017,12,24,70
12/25/2017,12,25,59
12/26/2017,12,26,51
12/27/2017,12,27,54
12/28/2017,12,28,52
12/29/2017,12,29,45
12/30/2017,12,30,47
12/31/2017,12,31,49
1/1/2018,1,1,43
1/2/2018,1,2,35
1/3/2018,1,3,35
1/4/2018,1,4,34
1/5/2018,1,5,35
1/6/2018,1,6,38
1/7/2018,1,7,43
1/8/2018,1,8,50
1/9/2018,1,9,62
1/10/2018,1,10,65
1/11/2018,1,11,67
1/12/2018,1,12,64
1/13/2018,1,13,51
1/14/2018,1,14,40
1/15/2018,1,15,43
1/16/2018,1,16,47
1/17/2018,1,17,44
1/18/2018,1,18,34
1/19/2018,1,19,39
1/20/2018,1,20,44
1/21/2018,1,21,56
1/22/2018,1,22,61
1/23/2018,1,23,67
1/24/2018,1,24,52
1/25/2018,1,25,52
1/26/2018,1,26,53
1/27/2018,1,27,62
1/28/2018,1,28,64
1/29/2018,1,29,63
1/30/2018,1,30,50
1/31/2018,1,31,45
2/1/2018,2,1,53
2/2/2018,2,2,56
2/3/2018,2,3,50
2/4/2018,2,4,58
2/5/2018,2,5,62
2/6/2018,2,6,57
2/7/2018,2,7,66
2/8/2018,2,8,65
2/9/2018,2,9,63
2/10/2018,2,10,69
2/11/2018,2,11,71
2/12/2018,2,12,69
2/13/2018,2,13,65
2/14/2018,2,14,58
2/15/2018,2,15,64
2/16/2018,2,16,68
2/17/2018,2,17,69
2/18/2018,2,18,70
2/19/2018,2,19,71
2/20/2018,2,20,72
2/21/2018,2,21,75
2/22/2018,2,22,72
2/23/2018,2,23,70
2/24/2018,2,24,71
2/25/2018,2,25,73
2/26/2018,2,26,71
2/27/2018,2,27,66
2/28/2018,2,28,65
3/1/2018,3,1,72
3/2/2018,3,2,68
3/3/2018,3,3,58
3/4/2018,3,4,52
3/5/2018,3,5,52
3/6/2018,3,6,57
3/7/2018,3,7,63
3/8/2018,3,8,50
3/9/2018,3,9,53
3/10/2018,3,10,53
3/11/2018,3,11,62
3/12/2018,3,12,64
3/13/2018,3,13,49
3/14/2018,3,14,56
3/15/2018,3,15,50
3/16/2018,3,16,56
3/17/2018,3,17,64
3/18/2018,3,18,69
3/19/2018,3,19,68
3/20/2018,3,20,71
3/21/2018,3,21,60
3/22/2018,3,22,53
3/23/2018,3,23,53
3/24/2018,3,24,60
3/25/2018,3,25,68
3/26/2018,3,26,61
3/27/2018,3,27,67
3/28/2018,3,28,66
3/29/2018,3,29,70
3/30/2018,3,30,68
3/31/2018,3,31,65
4/1/2018,4,1,67
4/2/2018,4,2,70
4/3/2018,4,3,71
4/4/2018,4,4,71
4/5/2018,4,5,64
4/6/2018,4,6,67
4/7/2018,4,7,70
4/8/2018,4,8,65
4/9/2018,4,9,66
4/10/2018,4,10,64
4/11/2018,4,11,62
4/12/2018,4,12,64
4/13/2018,4,13,70
4/14/2018,4,14,74
4/15/2018,4,15,72
4/16/2018,4,16,59
4/17/2018,4,17,60
4/18/2018,4,18,69
4/19/2018,4,19,70
4/20/2018,4,20,67
4/21/2018,4,21,70
4/22/2018,4,22,73
4/23/2018,4,23,75
4/24/2018,4,24,71
4/25/2018,4,25,69
4/26/2018,4,26,70
4/27/2018,4,27,72
4/28/2018,4,28,70
4/29/2018,4,29,73
4/30/2018,4,30,71
5/1/2018,5,1,69
5/2/2018,5,2,70
5/3/2018,5,3,70
5/4/2018,5,4,73
5/5/2018,5,5,72
5/6/2018,5,6,77
5/7/2018,5,7,76
5/8/2018,5,8,73
5/9/2018,5,9,73
5/10/2018,5,10,75
5/11/2018,5,11,80
5/12/2018,5,12,79
5/13/2018,5,13,74
5/14/2018,5,14,73
5/15/2018,5,15,74
5/16/2018,5,16,74
5/17/2018,5,17,75
5/18/2018,5,18,76
5/19/2018,5,19,76
5/20/2018,5,20,73
5/21/2018,5,21,74
5/22/2018,5,22,76
5/23/2018,5,23,77
5/24/2018,5,24,80
5/25/2018,5,25,80
5/26/2018,5,26,78
5/27/2018,5,27,76
5/28/2018,5,28,79
5/29/2018,5,29,79
5/30/2018,5,30,75
5/31/2018,5,31,78
6/1/2018,6,1,81
6/2/2018,6,2,82
6/3/2018,6,3,81
6/4/2018,6,4,83
6/5/2018,6,5,82
6/6/2018,6,6,75
6/7/2018,6,7,78
6/8/2018,6,8,76
6/9/2018,6,9,77
6/10/2018,6,10,78
6/11/2018,6,11,78
6/12/2018,6,12,77
6/13/2018,6,13,80
6/14/2018,6,14,81
6/15/2018,6,15,81
6/16/2018,6,16,80
6/17/2018,6,17,80
6/18/2018,6,18,81
6/19/2018,6,19,81
6/20/2018,6,20,81
6/21/2018,6,21,82
6/22/2018,6,22,85
6/23/2018,6,23,85
6/24/2018,6,24,85
6/25/2018,6,25,83
6/26/2018,6,26,82
6/27/2018,6,27,81
6/28/2018,6,28,82
6/29/2018,6,29,80
6/30/2018,6,30,80
7/1/2018,7,1,81
7/2/2018,7,2,82
7/3/2018,7,3,81
7/4/2018,7,4,80
7/5/2018,7,5,79
7/6/2018,7,6,80
7/7/2018,7,7,80
7/8/2018,7,8,80
7/9/2018,7,9,81
7/10/2018,7,10,83
7/11/2018,7,11,84
7/12/2018,7,12,83
7/13/2018,7,13,83
7/14/2018,7,14,83
7/15/2018,7,15,80
7/16/2018,7,16,81
7/17/2018,7,17,80
7/18/2018,7,18,81
7/19/2018,7,19,80
7/20/2018,7,20,80
7/21/2018,7,21,80
7/22/2018,7,22,78
7/23/2018,7,23,79
7/24/2018,7,24,78
7/25/2018,7,25,82
7/26/2018,7,26,82
7/27/2018,7,27,84
7/28/2018,7,28,83
7/29/2018,7,29,81
7/30/2018,7,30,79
7/31/2018,7,31,79
8/1/2018,8,1,81
8/2/2018,8,2,79
8/3/2018,8,3,80
8/4/2018,8,4,83
8/5/2018,8,5,83
8/6/2018,8,6,83
8/7/2018,8,7,83
8/8/2018,8,8,85
8/9/2018,8,9,81
8/10/2018,8,10,82
8/11/2018,8,11,82
8/12/2018,8,12,81
8/13/2018,8,13,80
8/14/2018,8,14,82
8/15/2018,8,15,80
8/16/2018,8,16,80
8/17/2018,8,17,80
8/18/2018,8,18,82
8/19/2018,8,19,83
8/20/2018,8,20,80
8/21/2018,8,21,80
8/22/2018,8,22,83
8/23/2018,8,23,84
8/24/2018,8,24,81
8/25/2018,8,25,82
8/26/2018,8,26,81
8/27/2018,8,27,83
8/28/2018,8,28,82
8/29/2018,8,29,77
8/30/2018,8,30,77
8/31/2018,8,31,81
9/1/2018,9,1,83
9/2/2018,9,2,81
9/3/2018,9,3,80
9/4/2018,9,4,81
9/5/2018,9,5,82
9/6/2018,9,6,82
9/7/2018,9,7,81
9/8/2018,9,8,79
9/9/2018,9,9,80
9/10/2018,9,10,80
9/11/2018,9,11,82
9/12/2018,9,12,83
9/13/2018,9,13,84
9/14/2018,9,14,84
9/15/2018,9,15,87
9/16/2018,9,16,86
9/17/2018,9,17,84
9/18/2018,9,18,83
9/19/2018,9,19,84
9/20/2018,9,20,83
9/21/2018,9,21,82
9/22/2018,9,22,80
9/23/2018,9,23,81
9/24/2018,9,24,80
9/25/2018,9,25,82
9/26/2018,9,26,81
9/27/2018,9,27,80
9/28/2018,9,28,81
9/29/2018,9,29,79
9/30/2018,9,30,80
10/1/2018,10,1,78
10/2/2018,10,2,78
10/3/2018,10,3,78
10/4/2018,10,4,77
10/5/2018,10,5,77
10/6/2018,10,6,76
10/7/2018,10,7,77
10/8/2018,10,8,78
10/9/2018,10,9,79
10/10/2018,10,10,81
10/11/2018,10,11,83
10/12/2018,10,12,76
10/13/2018,10,13,69
10/14/2018,10,14,72
10/15/2018,10,15,78
10/16/2018,10,16,81
10/17/2018,10,17,81
10/18/2018,10,18,80
10/19/2018,10,19,77
10/20/2018,10,20,79
10/21/2018,10,21,71
10/22/2018,10,22,65
10/23/2018,10,23,69
10/24/2018,10,24,71
10/25/2018,10,25,68
10/26/2018,10,26,73
10/27/2018,10,27,64
10/28/2018,10,28,60
10/29/2018,10,29,66
10/30/2018,10,30,65
10/31/2018,10,31,66
11/1/2018,11,1,70
11/2/2018,11,2,72
11/3/2018,11,3,60
11/4/2018,11,4,64
11/5/2018,11,5,75
11/6/2018,11,6,76
11/7/2018,11,7,74
11/8/2018,11,8,75
11/9/2018,11,9,75
11/10/2018,11,10,70
11/11/2018,11,11,63
11/12/2018,11,12,71
11/13/2018,11,13,76
11/14/2018,11,14,68
11/15/2018,11,15,60
11/16/2018,11,16,47
11/17/2018,11,17,52
11/18/2018,11,18,62
11/19/2018,11,19,65
11/20/2018,11,20,65
11/21/2018,11,21,58
11/22/2018,11,22,55
11/23/2018,11,23,65
11/24/2018,11,24,69
11/25/2018,11,25,66
11/26/2018,11,26,66
11/27/2018,11,27,49
11/28/2018,11,28,42
11/29/2018,11,29,47
11/30/2018,11,30,54
12/1/2018,12,1,64
12/2/2018,12,2,73
12/3/2018,12,3,74
12/4/2018,12,4,63
12/5/2018,12,5,49
12/6/2018,12,6,46
12/7/2018,12,7,50
12/8/2018,12,8,59
12/9/2018,12,9,65
12/10/2018,12,10,50
12/11/2018,12,11,48
12/12/2018,12,12,45
12/13/2018,12,13,56
12/14/2018,12,14,64
12/15/2018,12,15,64
12/16/2018,12,16,60
12/17/2018,12,17,53
12/18/2018,12,18,53
12/19/2018,12,19,54
12/20/2018,12,20,62
12/21/2018,12,21,58
12/22/2018,12,22,50
12/23/2018,12,23,47
12/24/2018,12,24,53
12/25/2018,12,25,56
12/26/2018,12,26,57
12/27/2018,12,27,63
12/28/2018,12,28,73
12/29/2018,12,29,70
12/30/2018,12,30,68
12/31/2018,12,31,71
1/1/2019,1,1,68
1/2/2019,1,2,68
1/3/2019,1,3,69
1/4/2019,1,4,69
1/5/2019,1,5,56
1/6/2019,1,6,53
1/7/2019,1,7,56
1/8/2019,1,8,60
1/9/2019,1,9,59
1/10/2019,1,10,47
1/11/2019,1,11,47
1/12/2019,1,12,59
1/13/2019,1,13,64
1/14/2019,1,14,55
1/15/2019,1,15,49
1/16/2019,1,16,46
1/17/2019,1,17,49
1/18/2019,1,18,59
1/19/2019,1,19,63
1/20/2019,1,20,58
1/21/2019,1,21,44
1/22/2019,1,22,54
1/23/2019,1,23,66
1/24/2019,1,24,68
1/25/2019,1,25,49
1/26/2019,1,26,51
1/27/2019,1,27,48
1/28/2019,1,28,50
1/29/2019,1,29,49
1/30/2019,1,30,48
1/31/2019,1,31,46
2/1/2019,2,1,58
2/2/2019,2,2,65
2/3/2019,2,3,63
2/4/2019,2,4,64
2/5/2019,2,5,63
2/6/2019,2,6,66
2/7/2019,2,7,68
2/8/2019,2,8,69
2/9/2019,2,9,64
2/10/2019,2,10,65
2/11/2019,2,11,71
2/12/2019,2,12,71
2/13/2019,2,13,60
2/14/2019,2,14,54
2/15/2019,2,15,62
2/16/2019,2,16,67
2/17/2019,2,17,74
2/18/2019,2,18,77
2/19/2019,2,19,70
2/20/2019,2,20,70
2/21/2019,2,21,76
2/22/2019,2,22,74
2/23/2019,2,23,78
2/24/2019,2,24,76
2/25/2019,2,25,62
2/26/2019,2,26,62
2/27/2019,2,27,68
2/28/2019,2,28,69
3/1/2019,3,1,69
3/2/2019,3,2,69
3/3/2019,3,3,73
3/4/2019,3,4,70
3/5/2019,3,5,53
3/6/2019,3,6,49
3/7/2019,3,7,51
3/8/2019,3,8,62
3/9/2019,3,9,67
3/10/2019,3,10,75
3/11/2019,3,11,74
3/12/2019,3,12,72
3/13/2019,3,13,69
3/14/2019,3,14,72
3/15/2019,3,15,74
3/16/2019,3,16,69
3/17/2019,3,17,60
3/18/2019,3,18,62
3/19/2019,3,19,61
3/20/2019,3,20,62
3/21/2019,3,21,61
3/22/2019,3,22,61
3/23/2019,3,23,63
3/24/2019,3,24,65
3/25/2019,3,25,69
3/26/2019,3,26,70
3/27/2019,3,27,64
3/28/2019,3,28,64
3/29/2019,3,29,65
3/30/2019,3,30,69
3/31/2019,3,31,70
4/1/2019,4,1,60
4/2/2019,4,2,61
4/3/2019,4,3,61
4/4/2019,4,4,67
4/5/2019,4,5,72
4/6/2019,4,6,74
4/7/2019,4,7,76
4/8/2019,4,8,76
4/9/2019,4,9,75
4/10/2019,4,10,73
4/11/2019,4,11,73
4/12/2019,4,12,78
4/13/2019,4,13,78
4/14/2019,4,14,79
4/15/2019,4,15,70
4/16/2019,4,16,65
4/17/2019,4,17,71
4/18/2019,4,18,75
4/19/2019,4,19,74
4/20/2019,4,20,63
4/21/2019,4,21,64
4/22/2019,4,22,67
4/23/2019,4,23,70
4/24/2019,4,24,73
4/25/2019,4,25,74
4/26/2019,4,26,75
4/27/2019,4,27,70
4/28/2019,4,28,72
4/29/2019,4,29,75
4/30/2019,4,30,76
5/1/2019,5,1,78
5/2/2019,5,2,77
5/3/2019,5,3,77
5/4/2019,5,4,80
5/5/2019,5,5,77
5/6/2019,5,6,79
5/7/2019,5,7,79
5/8/2019,5,8,78
5/9/2019,5,9,78
5/10/2019,5,10,80
5/11/2019,5,11,80
5/12/2019,5,12,81
5/13/2019,5,13,80
5/14/2019,5,14,77
5/15/2019,5,15,74
5/16/2019,5,16,76
5/17/2019,5,17,79
5/18/2019,5,18,80
5/19/2019,5,19,77
5/20/2019,5,20,81
5/21/2019,5,21,84
5/22/2019,5,22,84
5/23/2019,5,23,81
5/24/2019,5,24,80
5/25/2019,5,25,83
5/26/2019,5,26,85
5/27/2019,5,27,88
5/28/2019,5,28,89
5/29/2019,5,29,84
5/30/2019,5,30,84
5/31/2019,5,31,83
6/1/2019,6,1,86
6/2/2019,6,2,86
6/3/2019,6,3,87
6/4/2019,6,4,86
6/5/2019,6,5,83
6/6/2019,6,6,83
6/7/2019,6,7,81
6/8/2019,6,8,81
6/9/2019,6,9,77
6/10/2019,6,10,80
6/11/2019,6,11,82
6/12/2019,6,12,80
6/13/2019,6,13,77
6/14/2019,6,14,81
6/15/2019,6,15,80
6/16/2019,6,16,83
6/17/2019,6,17,80
6/18/2019,6,18,80
6/19/2019,6,19,81
6/20/2019,6,20,83
6/21/2019,6,21,84
6/22/2019,6,22,83
6/23/2019,6,23,84
6/24/2019,6,24,83
6/25/2019,6,25,84
6/26/2019,6,26,84
6/27/2019,6,27,81
6/28/2019,6,28,80
6/29/2019,6,29,79
6/30/2019,6,30,79
7/1/2019,7,1,82
7/2/2019,7,2,83
7/3/2019,7,3,82
7/4/2019,7,4,80
7/5/2019,7,5,76
7/6/2019,7,6,77
7/7/2019,7,7,79
7/8/2019,7,8,81
7/9/2019,7,9,80
7/10/2019,7,10,81
7/11/2019,7,11,80
7/12/2019,7,12,78
7/13/2019,7,13,80
7/14/2019,7,14,83
7/15/2019,7,15,82
7/16/2019,7,16,82
7/17/2019,7,17,78
7/18/2019,7,18,79
7/19/2019,7,19,79
7/20/2019,7,20,78
7/21/2019,7,21,78
7/22/2019,7,22,77
7/23/2019,7,23,79
7/24/2019,7,24,76
7/25/2019,7,25,74
7/26/2019,7,26,74
7/27/2019,7,27,77
7/28/2019,7,28,78
7/29/2019,7,29,78
7/30/2019,7,30,80
7/31/2019,7,31,81
8/1/2019,8,1,78
8/2/2019,8,2,78
8/3/2019,8,3,79
8/4/2019,8,4,82
8/5/2019,8,5,81
8/6/2019,8,6,80
8/7/2019,8,7,79
8/8/2019,8,8,81
8/9/2019,8,9,82
8/10/2019,8,10,84
8/11/2019,8,11,85
8/12/2019,8,12,81
8/13/2019,8,13,80
8/14/2019,8,14,82
8/15/2019,8,15,78
8/16/2019,8,16,76
8/17/2019,8,17,74
8/18/2019,8,18,75
8/19/2019,8,19,77
8/20/2019,8,20,78
8/21/2019,8,21,79
8/22/2019,8,22,81
8/23/2019,8,23,81
8/24/2019,8,24,82
8/25/2019,8,25,80
8/26/2019,8,26,80
8/27/2019,8,27,77
8/28/2019,8,28,80
8/29/2019,8,29,82
8/30/2019,8,30,78
8/31/2019,8,31,81
9/1/2019,9,1,80
9/2/2019,9,2,80
9/3/2019,9,3,80
9/4/2019,9,4,80
9/5/2019,9,5,83
9/6/2019,9,6,83
9/7/2019,9,7,81
9/8/2019,9,8,81
9/9/2019,9,9,81
9/10/2019,9,10,81
9/11/2019,9,11,80
9/12/2019,9,12,80
9/13/2019,9,13,80
9/14/2019,9,14,80
9/15/2019,9,15,80
9/16/2019,9,16,81
9/17/2019,9,17,81
9/18/2019,9,18,77
9/19/2019,9,19,77
9/20/2019,9,20,76
9/21/2019,9,21,76
9/22/2019,9,22,76
9/23/2019,9,23,75
9/24/2019,9,24,75
9/25/2019,9,25,79
9/26/2019,9,26,81
9/27/2019,9,27,81
9/28/2019,9,28,77
9/29/2019,9,29,77
9/30/2019,9,30,80
10/1/2019,10,1,79
10/2/2019,10,2,78
10/3/2019,10,3,75
10/4/2019,10,4,75
10/5/2019,10,5,77
10/6/2019,10,6,78
10/7/2019,10,7,74
10/8/2019,10,8,76
10/9/2019,10,9,75
10/10/2019,10,10,74
10/11/2019,10,11,73
10/12/2019,10,12,71
10/13/2019,10,13,74
10/14/2019,10,14,75
10/15/2019,10,15,77
10/16/2019,10,16,78
10/17/2019,10,17,69
10/18/2019,10,18,64
10/19/2019,10,19,73
10/20/2019,10,20,76
10/21/2019,10,21,71
10/22/2019,10,22,78
10/23/2019,10,23,68
10/24/2019,10,24,71
10/25/2019,10,25,77
10/26/2019,10,26,78
10/27/2019,10,27,76
10/28/2019,10,28,76
10/29/2019,10,29,79
10/30/2019,10,30,78
10/31/2019,10,31,79
11/1/2019,11,1,64
11/2/2019,11,2,62
11/3/2019,11,3,61
11/4/2019,11,4,67
11/5/2019,11,5,73
11/6/2019,11,6,72
11/7/2019,11,7,74
11/8/2019,11,8,67
11/9/2019,11,9,59
11/10/2019,11,10,57
11/11/2019,11,11,61
11/12/2019,11,12,65
11/13/2019,11,13,51
11/14/2019,11,14,54
11/15/2019,11,15,56
11/16/2019,11,16,52
11/17/2019,11,17,50
11/18/2019,11,18,56
11/19/2019,11,19,54
11/20/2019,11,20,55
11/21/2019,11,21,56
11/22/2019,11,22,61
11/23/2019,11,23,62
11/24/2019,11,24,61
11/25/2019,11,25,51
11/26/2019,11,26,52
11/27/2019,11,27,59
11/28/2019,11,28,67
11/29/2019,11,29,60
11/30/2019,11,30,61
12/1/2019,12,1,70
12/2/2019,12,2,60
12/3/2019,12,3,43
12/4/2019,12,4,48
12/5/2019,12,5,51
12/6/2019,12,6,53
12/7/2019,12,7,55
12/8/2019,12,8,63
12/9/2019,12,9,68
12/10/2019,12,10,67
12/11/2019,12,11,65
12/12/2019,12,12,62
12/13/2019,12,13,65
12/14/2019,12,14,65
12/15/2019,12,15,55
12/16/2019,12,16,61
12/17/2019,12,17,69
12/18/2019,12,18,54
12/19/2019,12,19,46
12/20/2019,12,20,54
12/21/2019,12,21,61
12/22/2019,12,22,64
12/23/2019,12,23,63
12/24/2019,12,24,58
12/25/2019,12,25,62
12/26/2019,12,26,63
12/27/2019,12,27,68
12/28/2019,12,28,70
12/29/2019,12,29,72
12/30/2019,12,30,72
12/31/2019,12,31,56
1/1/2020,1,1,51
1/2/2020,1,2,58
1/3/2020,1,3,71
1/4/2020,1,4,70
1/5/2020,1,5,51
1/6/2020,1,6,48
1/7/2020,1,7,51
1/8/2020,1,8,51
1/9/2020,1,9,51
1/10/2020,1,10,65
1/11/2020,1,11,71
1/12/2020,1,12,73
1/13/2020,1,13,73
1/14/2020,1,14,68
1/15/2020,1,15,69
1/16/2020,1,16,67
1/17/2020,1,17,64
1/18/2020,1,18,60
1/19/2020,1,19,66
1/20/2020,1,20,48
1/21/2020,1,21,40
1/22/2020,1,22,41
1/23/2020,1,23,55
1/24/2020,1,24,61
1/25/2020,1,25,58
1/26/2020,1,26,51
1/27/2020,1,27,57
1/28/2020,1,28,55
1/29/2020,1,29,47
1/30/2020,1,30,55
1/31/2020,1,31,58
2/1/2020,2,1,56
2/2/2020,2,2,52
2/3/2020,2,3,55
2/4/2020,2,4,56
2/5/2020,2,5,64
2/6/2020,2,6,73
2/7/2020,2,7,60
2/8/2020,2,8,49
2/9/2020,2,9,54
2/10/2020,2,10,62
2/11/2020,2,11,70
2/12/2020,2,12,72
2/13/2020,2,13,71
2/14/2020,2,14,61
2/15/2020,2,15,55
2/16/2020,2,16,60
2/17/2020,2,17,62
2/18/2020,2,18,68
2/19/2020,2,19,70
2/20/2020,2,20,66
2/21/2020,2,21,47
2/22/2020,2,22,45
2/23/2020,2,23,53
2/24/2020,2,24,61
2/25/2020,2,25,65
2/26/2020,2,26,63
2/27/2020,2,27,51
2/28/2020,2,28,45
2/29/2020,2,29,51
3/1/2020,3,1,50
3/2/2020,3,2,59
3/3/2020,3,3,68
3/4/2020,3,4,72
3/5/2020,3,5,74
3/6/2020,3,6,64
3/7/2020,3,7,52
3/8/2020,3,8,52
3/9/2020,3,9,61
3/10/2020,3,10,66
3/11/2020,3,11,67
3/12/2020,3,12,65
3/13/2020,3,13,67
3/14/2020,3,14,69
3/15/2020,3,15,71
3/16/2020,3,16,72
3/17/2020,3,17,71
3/18/2020,3,18,73
3/19/2020,3,19,73
3/20/2020,3,20,73
3/21/2020,3,21,72
3/22/2020,3,22,72
3/23/2020,3,23,74
3/24/2020,3,24,71
3/25/2020,3,25,74
3/26/2020,3,26,74
3/27/2020,3,27,74
3/28/2020,3,28,74
3/29/2020,3,29,75
3/30/2020,3,30,74
3/31/2020,3,31,72
4/1/2020,4,1,61
4/2/2020,4,2,59
4/3/2020,4,3,61
4/4/2020,4,4,66
4/5/2020,4,5,65
4/6/2020,4,6,68
4/7/2020,4,7,70
4/8/2020,4,8,73
4/9/2020,4,9,79
4/10/2020,4,10,71
4/11/2020,4,11,63
4/12/2020,4,12,76
4/13/2020,4,13,80
4/14/2020,4,14,75
4/15/2020,4,15,70
4/16/2020,4,16,63
4/17/2020,4,17,65
4/18/2020,4,18,71
4/19/2020,4,19,76
4/20/2020,4,20,78
4/21/2020,4,21,71
4/22/2020,4,22,70
4/23/2020,4,23,73
4/24/2020,4,24,70
4/25/2020,4,25,74
4/26/2020,4,26,74
4/27/2020,4,27,64
4/28/2020,4,28,65
4/29/2020,4,29,72
4/30/2020,4,30,71
5/1/2020,5,1,66
5/2/2020,5,2,67
5/3/2020,5,3,71
5/4/2020,5,4,72
5/5/2020,5,5,72
5/6/2020,5,6,74
5/7/2020,5,7,64
5/8/2020,5,8,62
5/9/2020,5,9,70
5/10/2020,5,10,65
5/11/2020,5,11,69
5/12/2020,5,12,67
5/13/2020,5,13,69
5/14/2020,5,14,71
5/15/2020,5,15,72
5/16/2020,5,16,75
5/17/2020,5,17,76
5/18/2020,5,18,76
5/19/2020,5,19,77
5/20/2020,5,20,77
5/21/2020,5,21,78
5/22/2020,5,22,79
5/23/2020,5,23,79
5/24/2020,5,24,78
5/25/2020,5,25,75
5/26/2020,5,26,74
5/27/2020,5,27,77
5/28/2020,5,28,77
5/29/2020,5,29,75
5/30/2020,5,30,77
5/31/2020,5,31,80
6/1/2020,6,1,78
6/2/2020,6,2,76
6/3/2020,6,3,74
6/4/2020,6,4,73
6/5/2020,6,5,76
6/6/2020,6,6,75
6/7/2020,6,7,74
6/8/2020,6,8,78
6/9/2020,6,9,80
6/10/2020,6,10,78
6/11/2020,6,11,77
6/12/2020,6,12,79
6/13/2020,6,13,75
6/14/2020,6,14,77
6/15/2020,6,15,76
6/16/2020,6,16,74
6/17/2020,6,17,73
6/18/2020,6,18,76
6/19/2020,6,19,77
6/20/2020,6,20,77
6/21/2020,6,21,80
6/22/2020,6,22,79
6/23/2020,6,23,80
6/24/2020,6,24,83
6/25/2020,6,25,81
6/26/2020,6,26,83
6/27/2020,6,27,81
6/28/2020,6,28,81
6/29/2020,6,29,83
6/30/2020,6,30,81
7/1/2020,7,1,78
7/2/2020,7,2,78
7/3/2020,7,3,80
7/4/2020,7,4,76
7/5/2020,7,5,77
7/6/2020,7,6,77
7/7/2020,7,7,78
7/8/2020,7,8,81
7/9/2020,7,9,82
7/10/2020,7,10,84
7/11/2020,7,11,82
7/12/2020,7,12,83
7/13/2020,7,13,83
7/14/2020,7,14,84
7/15/2020,7,15,82
7/16/2020,7,16,79
7/17/2020,7,17,80
7/18/2020,7,18,80
7/19/2020,7,19,81
7/20/2020,7,20,81
7/21/2020,7,21,80
7/22/2020,7,22,78
7/23/2020,7,23,79
7/24/2020,7,24,81
7/25/2020,7,25,81
7/26/2020,7,26,80
7/27/2020,7,27,78
7/28/2020,7,28,79
7/29/2020,7,29,77
7/30/2020,7,30,80
7/31/2020,7,31,82
8/1/2020,8,1,83
8/2/2020,8,2,79
8/3/2020,8,3,82
8/4/2020,8,4,85
8/5/2020,8,5,81
8/6/2020,8,6,79
8/7/2020,8,7,77
8/8/2020,8,8,78
8/9/2020,8,9,82
8/10/2020,8,10,81
8/11/2020,8,11,78
8/12/2020,8,12,79
8/13/2020,8,13,81
8/14/2020,8,14,80
8/15/2020,8,15,79
8/16/2020,8,16,81
8/17/2020,8,17,79
8/18/2020,8,18,79
8/19/2020,8,19,76
8/20/2020,8,20,77
8/21/2020,8,21,74
8/22/2020,8,22,76
8/23/2020,8,23,78
8/24/2020,8,24,82
8/25/2020,8,25,84
8/26/2020,8,26,83
8/27/2020,8,27,81
8/28/2020,8,28,80
8/29/2020,8,29,80
8/30/2020,8,30,78
8/31/2020,8,31,77
9/1/2020,9,1,78
9/2/2020,9,2,81
9/3/2020,9,3,82
